Season,Date,Location,Team,Opponent,Jersey,PlayerName,StarterFlag,Mins,ThreePt_Made_Att,ThreePtPct,FG_Made_Att,FGPct,FT_Made_Att,FTPct,Reb_Off,Reb_Def,Reb_Tot,PF,AST,TO,BLK,STL,Pts
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,12,Cole Newton,1,30,1-8,12.5,8-24,33.3,1-1,100.0,3,3,6,3,5,3,0,1,18
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,1,Sam Playter,1,34,4-7,57.1,6-13,46.2,0-0,0.0,1,6,7,5,2,3,0,4,16
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,3,Josh Inkumsah,1,26,2-3,66.7,5-6,83.3,1-3,33.3,1,7,8,3,2,3,2,1,13
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,6,Liban Abdalla,0,23,2-5,40.0,3-6,50.0,0-0,0.0,0,1,1,2,1,0,1,0,8
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,8,Steven Angenent,0,13,1-1,100.0,2-2,100.0,0-0,0.0,0,0,0,0,0,1,0,0,5
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,20,Thomas Chilton,1,20,0-4,0.0,2-8,25.0,1-2,50.0,1,3,4,2,1,1,0,0,5
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,23,Jacques-Melaine Guemeta,0,10,0-0,0.0,1-2,50.0,0-0,0.0,0,3,3,2,0,1,0,0,2
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,11,Brock Newton,1,11,0-1,0.0,1-5,20.0,0-1,0.0,0,0,0,1,1,0,0,0,2
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,22,Nathaniel Simms,0,6,0-1,0.0,0-1,0.0,2-2,100.0,0,1,1,0,0,0,0,0,2
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,25,Charles-Antoine Gaba,0,16,0-1,0.0,0-2,0.0,0-0,0.0,2,2,4,2,1,2,1,0,0
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,24,Salih Halawa,0,3,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,0,0,0,0,0,0
2022-23,"Thu Aug 4, 2022","Toronto, ON",Ottawa Gee Gees,Northern Illinois Huskies,14,Cole Newkirk,0,8,0-2,0.0,0-2,0.0,0-0,0.0,1,1,2,0,0,1,0,0,0
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,9,Sami Jahan,1,33,0-1,0.0,10-20,50.0,4-6,66.7,2,3,5,2,2,2,0,1,24
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,22,Aleksa Popadic,1,25,2-7,28.6,5-13,38.5,3-4,75.0,3,6,9,2,0,2,0,0,15
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,21,Steve Mbida Abomo,1,36,1-8,12.5,4-18,22.2,3-4,75.0,2,3,5,3,0,3,0,1,12
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,4,Alec Phaneuf,1,28,0-3,0.0,3-10,30.0,0-1,0.0,0,3,3,0,4,2,0,1,6
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,14,Oge Nwoko,1,29,0-3,0.0,0-3,0.0,1-2,50.0,1,2,3,4,0,0,0,1,1
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,12,Griffyn Bibbings,0,2,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,0,0,0,0,0,0
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,13,Adrien Colas,0,7,0-1,0.0,0-1,0.0,0-0,0.0,1,2,3,0,0,1,0,0,0
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,20,Ulrich Djossou,0,2,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,0,0,1,0,0,0
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,10,Louis-Vincent Gauvin,0,18,0-1,0.0,0-2,0.0,0-0,0.0,0,1,1,1,0,1,0,0,0
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,8,Olu Nwoko,0,13,0-1,0.0,0-1,0.0,0-0,0.0,0,0,0,0,0,0,0,0,0
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,5,Kai Tukker,0,3,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,0,0,0,0,0,0
2022-23,"Fri Aug 5, 2022","Montreal, QC",Concordia Stingers,Northeastern Huskies,7,Jack Vandenberg,0,4,0-2,0.0,0-2,0.0,0-0,0.0,0,0,0,0,0,0,0,0,0
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,1,Aaron Rhooms,1,30,3-6,50.0,8-17,47.1,2-4,50.0,2,4,6,3,3,4,0,1,21
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,9,Simon Chamberlain,1,28,3-8,37.5,5-12,41.7,4-4,100.0,0,5,5,3,0,3,2,1,17
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,3,Ankit Choudhary,1,29,2-8,25.0,5-13,38.5,4-5,80.0,0,2,2,2,3,3,0,2,16
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,7,Nathan Vergin,0,23,1-3,33.3,3-5,60.0,2-2,100.0,0,2,2,1,0,2,0,1,9
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,10,Isaiah McRae,0,20,0-1,0.0,2-6,33.3,3-4,75.0,1,5,6,2,1,2,0,1,7
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,15,Akeem Clarke,0,7,0-1,0.0,2-5,40.0,0-0,0.0,2,3,5,1,0,0,0,0,4
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,12,Liam O'Leary-Orange,1,18,0-0,0.0,2-3,66.7,0-0,0.0,1,2,3,1,0,1,1,0,4
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,11,Lincoln Rosebush,1,13,0-0,0.0,1-3,33.3,0-0,0.0,2,5,7,2,2,2,0,0,2
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,0,Adrian Stevens,0,14,0-3,0.0,1-4,25.0,0-0,0.0,1,1,2,1,1,3,0,1,2
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,8,Khenyan Brown,0,7,0-1,0.0,0-1,0.0,0-0,0.0,0,0,0,0,0,4,0,0,0
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,2,Osezua Ibhawoh,0,3,0-0,0.0,0-0,0.0,0-0,0.0,0,1,1,0,0,0,0,0,0
2022-23,"Fri Aug 5, 2022","Toronto, ON",TMU Bold,Northern Illinois Huskies,14,Elijah Roye,0,8,0-0,0.0,0-0,0.0,0-0,0.0,1,3,4,2,1,0,0,0,0
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Carleton Ravens,Northeastern Huskies,31,Aiden Warnholtz,1,30,3-8,37.5,7-16,43.8,5-5,100.0,1,3,4,2,7,6,0,1,22
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Carleton Ravens,Northeastern Huskies,33,Connor Vreeken,1,27,4-4,100.0,4-8,50.0,2-2,100.0,0,2,2,2,1,2,0,0,14
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Carleton Ravens,Northeastern Huskies,23,Reginald Jean Seraphin,1,30,2-2,100.0,5-10,50.0,1-2,50.0,3,3,6,2,0,1,1,0,13
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Carleton Ravens,Northeastern Huskies,3,Marjok Okado,0,24,1-4,25.0,3-8,37.5,4-4,100.0,0,4,4,1,2,5,0,1,11
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Carleton Ravens,Northeastern Huskies,12,Wazir Latiff,1,25,1-3,33.3,2-4,50.0,4-6,66.7,0,1,1,1,2,2,1,2,9
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Carleton Ravens,Northeastern Huskies,6,Bradley Louidon,1,23,0-0,0.0,3-6,50.0,0-0,0.0,2,2,4,3,1,1,1,0,6
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Carleton Ravens,Northeastern Huskies,14,Evan Meyer,0,14,0-0,0.0,2-3,66.7,1-1,100.0,3,4,7,5,1,1,0,0,5
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Carleton Ravens,Northeastern Huskies,5,Ben Riley,0,13,1-1,100.0,2-3,66.7,0-0,0.0,0,0,0,1,0,0,0,0,5
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Carleton Ravens,Northeastern Huskies,15,Emanuel Milon,0,10,0-0,0.0,2-2,100.0,0-0,0.0,1,0,1,2,0,0,0,0,4
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Carleton Ravens,Northeastern Huskies,21,Marko Braticevic,0,4,0-0,0.0,0-1,0.0,2-2,100.0,0,1,1,0,0,2,0,0,2
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,11,Brock Newton,1,27,0-1,0.0,6-10,60.0,3-5,60.0,0,3,3,1,2,1,0,1,15
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,1,Sam Playter,1,33,3-6,50.0,5-12,41.7,2-2,100.0,0,5,5,0,4,4,1,0,15
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,12,Cole Newton,1,25,1-6,16.7,2-18,11.1,6-6,100.0,0,5,5,0,1,6,0,1,11
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,6,Liban Abdalla,0,21,1-5,20.0,3-7,42.9,2-2,100.0,0,2,2,0,2,1,1,1,9
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,20,Thomas Chilton,1,27,1-4,25.0,2-8,25.0,2-2,100.0,0,2,2,1,0,0,0,3,7
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,14,Cole Newkirk,0,13,1-1,100.0,1-1,100.0,1-2,50.0,1,1,2,1,0,1,0,0,4
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,3,Josh Inkumsah,1,9,1-3,33.3,1-4,25.0,0-0,0.0,1,1,2,1,0,0,0,0,3
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,23,Jacques-Melaine Guemeta,0,19,0-2,0.0,0-6,0.0,2-2,100.0,1,0,1,3,2,1,0,0,2
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,8,Steven Angenent,0,9,0-1,0.0,0-1,0.0,0-0,0.0,1,0,1,0,0,1,0,0,0
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,25,Charles-Antoine Gaba,0,16,0-0,0.0,0-1,0.0,0-0,0.0,3,1,4,3,0,0,0,1,0
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,24,Salih Halawa,0,2,0-0,0.0,0-0,0.0,0-0,0.0,0,2,2,0,0,0,1,0,0
2022-23,"Sat Aug 6, 2022","Ottawa, ON",Ottawa Gee Gees,Florida State Seminoles,22,Nathaniel Simms,0,2,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,0,0,0,0,0,0
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,10,Charles Robert,1,36,4-10,40.0,12-21,57.1,7-12,58.3,1,4,5,2,2,2,0,1,35
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,4,Obinna Dike-Nwagbara,1,28,3-4,75.0,5-8,62.5,3-4,75.0,1,4,5,4,4,4,0,1,16
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,5,Rowan Halpenny,1,27,2-6,33.3,4-15,26.7,3-4,75.0,2,3,5,4,3,3,0,0,13
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,14,Etienne Gagnon,1,23,0-4,0.0,2-9,22.2,4-4,100.0,2,8,10,2,0,1,0,1,8
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,11,Micah Della Foresta,0,13,2-3,66.7,2-6,33.3,0-0,0.0,0,0,0,2,0,0,0,0,6
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,13,Ambs Mathe,0,17,1-4,25.0,2-7,28.6,0-0,0.0,1,3,4,1,2,0,0,0,5
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,8,Carl Dubois,1,17,1-2,50.0,1-2,50.0,0-0,0.0,1,2,3,3,4,1,0,1,3
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,12,Kiano Heath,0,8,0-0,0.0,0-0,0.0,3-6,50.0,3,0,3,5,0,2,2,0,3
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,2,Hisham Saleh,0,17,0-1,0.0,0-2,0.0,2-2,100.0,0,0,0,2,5,2,0,0,2
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,7,Michael Dooley,0,2,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,0,1,0,0,0,0
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,0,Tiernan McDougall,0,7,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,3,2,2,0,1,0
2022-23,"Sun Aug 7, 2022","Lennoxville, QC",Bishop's Gaiters,Hampton Pirates,3,Zacharie Michaud,0,5,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,0,0,0,0,0,0
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,6,Liban Abdalla,1,22,2-2,100.0,4-8,50.0,3-5,60.0,1,1,2,2,0,0,1,0,13
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,12,Cole Newton,1,32,0-3,0.0,5-14,35.7,1-3,33.3,1,3,4,0,8,4,1,0,11
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,23,Jacques-Melaine Guemeta,0,24,0-2,0.0,3-7,42.9,3-5,60.0,0,4,4,3,1,2,0,0,9
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,11,Brock Newton,1,23,0-2,0.0,4-10,40.0,0-0,0.0,1,3,4,3,1,1,0,1,8
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,20,Thomas Chilton,1,19,1-2,50.0,2-4,50.0,2-2,100.0,0,2,2,1,0,1,0,1,7
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,14,Cole Newkirk,0,20,1-2,50.0,2-3,66.7,2-4,50.0,0,3,3,2,0,0,0,0,7
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,22,Nathaniel Simms,0,6,1-1,100.0,2-3,66.7,0-0,0.0,0,0,0,0,0,1,0,0,5
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,25,Charles-Antoine Gaba,0,9,0-0,0.0,2-3,66.7,0-0,0.0,1,1,2,5,0,2,0,0,4
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,8,Steven Angenent,0,9,0-0,0.0,0-0,0.0,0-0,0.0,0,1,1,0,0,0,0,0,0
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,24,Salih Halawa,0,6,0-0,0.0,0-0,0.0,0-0,0.0,0,1,1,0,1,0,0,0,0
2022-23,"Sun Aug 7, 2022","Ottawa, ON",Ottawa Gee Gees,Northeastern Huskies,1,Sam Playter,1,28,0-4,0.0,0-6,0.0,0-0,0.0,0,3,3,1,1,6,0,3,0
2022-23,"Mon Aug 8, 2022","Ottawa, ON",Carleton Ravens,Florida State Seminoles,12,Wazir Latiff,1,27,1-5,20.0,4-12,33.3,4-6,66.7,0,1,1,1,2,0,0,1,13
2022-23,"Mon Aug 8, 2022","Ottawa, ON",Carleton Ravens,Florida State Seminoles,3,Marjok Okado,0,19,1-6,16.7,4-13,30.8,2-2,100.0,0,1,1,4,1,2,0,2,11
2022-23,"Mon Aug 8, 2022","Ottawa, ON",Carleton Ravens,Florida State Seminoles,14,Evan Meyer,1,19,0-0,0.0,3-7,42.9,2-2,100.0,5,1,6,5,0,1,0,0,8
2022-23,"Mon Aug 8, 2022","Ottawa, ON",Carleton Ravens,Florida State Seminoles,33,Connor Vreeken,1,31,2-13,15.4,3-16,18.8,0-0,0.0,0,5,5,2,2,2,0,1,8
2022-23,"Mon Aug 8, 2022","Ottawa, ON",Carleton Ravens,Florida State Seminoles,31,Aiden Warnholtz,1,31,1-9,11.1,2-12,16.7,3-4,75.0,0,5,5,0,3,5,0,1,8
2022-23,"Mon Aug 8, 2022","Ottawa, ON",Carleton Ravens,Florida State Seminoles,5,Ben Riley,0,16,1-2,50.0,2-4,50.0,2-6,33.3,1,3,4,0,0,3,0,1,7
2022-23,"Mon Aug 8, 2022","Ottawa, ON",Carleton Ravens,Florida State Seminoles,6,Bradley Louidon,0,18,0-0,0.0,2-4,50.0,1-2,50.0,4,1,5,0,0,0,1,0,5
2022-23,"Mon Aug 8, 2022","Ottawa, ON",Carleton Ravens,Florida State Seminoles,23,Reginald Jean Seraphin,1,23,0-2,0.0,1-3,33.3,0-1,0.0,1,5,6,4,0,1,0,0,2
2022-23,"Mon Aug 8, 2022","Ottawa, ON",Carleton Ravens,Florida State Seminoles,15,Emanuel Milon,0,10,0-1,0.0,1-4,25.0,0-0,0.0,0,2,2,4,0,1,0,0,2
2022-23,"Mon Aug 8, 2022","Ottawa, ON",Carleton Ravens,Florida State Seminoles,21,Marko Braticevic,0,3,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,0,0,0,0,1,0
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,2,Hisham Saleh,0,31,4-10,40.0,7-19,36.8,0-2,0.0,0,3,3,3,1,2,0,1,18
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,10,Charles Robert,1,30,1-3,33.3,5-11,45.5,3-4,75.0,3,6,9,1,0,2,0,1,14
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,14,Etienne Gagnon,0,31,0-1,0.0,5-8,62.5,0-0,0.0,3,4,7,4,0,2,0,1,10
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,4,Obinna Dike-Nwagbara,1,30,0-1,0.0,2-9,22.2,5-8,62.5,2,5,7,4,5,2,0,1,9
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,11,Micah Della Foresta,0,18,2-3,66.7,3-9,33.3,0-0,0.0,1,2,3,1,4,2,0,0,8
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,8,Carl Dubois,1,22,0-0,0.0,2-3,66.7,2-2,100.0,0,2,2,2,2,4,1,0,6
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,13,Ambs Mathe,0,11,0-0,0.0,2-3,66.7,2-4,50.0,2,3,5,1,1,1,0,1,6
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,5,Rowan Halpenny,1,31,0-2,0.0,2-6,33.3,0-0,0.0,0,4,4,2,3,4,1,2,4
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,0,Tiernan McDougall,0,6,1-2,50.0,1-2,50.0,0-0,0.0,1,0,1,1,0,2,0,0,3
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,12,Kiano Heath,1,4,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,0,0,0,0,0,0
2022-23,"Wed Aug 10, 2022","Lennoxville, QC",Bishop's Gaiters,St. Michael's Purple Knights,3,Zacharie Michaud,0,5,0-1,0.0,0-1,0.0,0-0,0.0,0,2,2,0,0,0,0,0,0
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,24,Kevin Li,1,31,5-11,45.5,9-20,45.0,0-0,0.0,1,2,3,1,0,1,0,0,23
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,22,Haris Elezovic,1,31,3-5,60.0,6-12,50.0,2-2,100.0,2,9,11,2,4,5,0,1,17
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,33,Sedami-Habib Djossou,0,16,0-0,0.0,4-6,66.7,1-2,50.0,2,2,4,2,0,0,0,0,9
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,15,Cameron Elliot,1,31,1-4,25.0,4-7,57.1,0-4,0.0,0,1,1,2,6,7,0,4,9
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,9,Zachary Lavoie-Toure,1,27,1-1,100.0,2-8,25.0,0-0,0.0,0,1,1,3,1,3,0,1,5
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,8,Ashton Meace,0,21,0-1,0.0,1-2,50.0,3-4,75.0,0,1,1,1,4,1,0,1,5
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,3,Matthew Barg,0,14,1-1,100.0,1-1,100.0,0-0,0.0,0,3,3,2,0,3,0,0,3
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,6,Anthony Gervais,0,5,1-1,100.0,1-1,100.0,0-0,0.0,0,0,0,0,0,0,0,0,3
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,11,Sean Herscovitch,1,17,0-3,0.0,0-3,0.0,0-2,0.0,1,0,1,2,1,2,0,0,0
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,20,Justin Hoyakem,0,2,0-0,0.0,0-0,0.0,0-0,0.0,0,0,0,0,0,0,0,0,0
2022-23,"Wed Aug 10, 2022","Montreal, QC",McGill Redbirds,Florida State Seminoles,5,Clement Veysset,0,5,0-2,0.0,0-2,0.0,0-0,0.0,0,1,1,0,1,0,0,0,0
2022-23,"Fri Aug 12, 2022","Montreal, QC",Concordia Stingers,Vermont Catamounts,9,Sami Jahan,1,37,2-7,28.6,12-21,57.1,6-7,85.7,0,1,1,3,2,5,0,0,32
2022-23,"Fri Aug 12, 2022","Montreal, QC",Concordia Stingers,Vermont Catamounts,21,Steve Mbida Abomo,1,37,1-3,33.3,6-12,50.0,3-3,100.0,1,10,11,3,1,1,0,1,16
2022-23,"Fri Aug 12, 2022","Montreal, QC",Concordia Stingers,Vermont Catamounts,14,Oge Nwoko,1,27,3-3,100.0,3-6,50.0,1-2,50.0,3,2,5,4,1,1,0,1,10
2022-23,"Fri Aug 12, 2022","Montreal, QC",Concordia Stingers,Vermont Catamounts,3,Olivier Koumassou Bernier,0,24,0-1,0.0,2-4,50.0,2-2,100.0,0,1,1,4,2,1,0,2,6
2022-23,"Fri Aug 12, 2022","Montreal, QC",Concordia Stingers,Vermont Catamounts,4,Alec Phaneuf,1,31,0-4,0.0,2-8,25.0,0-0,0.0,0,1,1,2,1,3,0,1,4
2022-23,"Fri Aug 12, 2022","Montreal, QC",Concordia Stingers,Vermont Catamounts,22,Aleksa Popadic,1,9,1-3,33.3,1-3,33.3,0-0,0.0,0,2,2,1,1,1,0,0,3
2022-23,"Fri Aug 12, 2022","Montreal, QC",Concordia Stingers,Vermont Catamounts,13,Adrien Colas,0,5,0-0,0.0,0-0,0.0,0-0,0.0,0,1,1,1,0,0,0,0,0
2022-23,"Fri Aug 12, 2022","Montreal, QC",Concordia Stingers,Vermont Catamounts,10,Louis-Vincent Gauvin,0,13,0-0,0.0,0-0,0.0,0-0,0.0,1,0,1,3,0,3,0,0,0
2022-23,"Fri Aug 12, 2022","Montreal, QC",Concordia Stingers,Vermont Catamounts,6,Jean-Paul Gerges,0,8,0-1,0.0,0-2,0.0,0-0,0.0,0,2,2,2,0,1,0,0,0
2022-23,"Fri Aug 12, 2022","Montreal, QC",Concordia Stingers,Vermont Catamounts,8,Olu Nwoko,0,9,0-0,0.0,0-1,0.0,0-0,0.0,0,0,0,1,0,1,0,2,0
2022-23,"Sat Aug 13, 2022","Montreal, QC",McGill Redbirds,Vermont Catamounts,24,Kevin Li,1,25,4-6,66.7,5-10,50.0,0-0,0.0,0,5,5,3,2,3,0,0,14
2022-23,"Sat Aug 13, 2022","Montreal, QC",McGill Redbirds,Vermont Catamounts,22,Haris Elezovic,1,33,0-3,0.0,4-11,36.4,4-5,80.0,3,8,11,0,0,3,0,0,12
2022-23,"Sat Aug 13, 2022","Montreal, QC",McGill Redbirds,Vermont Catamounts,15,Cameron Elliot,1,32,1-7,14.3,1-11,9.1,6-6,100.0,3,6,9,3,4,2,0,3,9
2022-23,"Sat Aug 13, 2022","Montreal, QC",McGill Redbirds,Vermont Catamounts,8,Ashton Meace,0,17,1-4,25.0,2-5,40.0,2-2,100.0,0,0,0,0,0,1,0,0,7
2022-23,"Sat Aug 13, 2022","Montreal, QC",McGill Redbirds,Vermont Catamounts,11,Sean Herscovitch,1,21,1-4,25.0,2-6,33.3,1-1,100.0,1,0,1,1,0,0,0,0,6
2022-23,"Sat Aug 13, 2022","Montreal, QC",McGill Redbirds,Vermont Catamounts,5,Clement Veysset,0,7,2-3,66.7,2-3,66.7,0-0,0.0,0,1,1,1,1,1,0,0,6
2022-23,"Sat Aug 13, 2022","Montreal, QC",McGill Redbirds,Vermont Catamounts,9,Zachary Lavoie-Toure,1,32,1-2,50.0,2-7,28.6,0-0,0.0,0,4,4,2,2,2,1,2,5
2022-23,"Sat Aug 13, 2022","Montreal, QC",McGill Redbirds,Vermont Catamounts,3,Matthew Barg,0,22,0-1,0.0,1-3,33.3,0-0,0.0,0,1,1,2,5,0,0,0,2
