Season,Date,Location,Team,Opponent,Abbr,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct
2021-22,2021-11-05,"Saskatoon, SK",Regina Cougars,Saskatchewan Huskies,REG,12.0,Arinze Emeka-Anyakwo,True,31,25.0,44.4,100.0,1,7,8,1,4,0,0,2,10,1,4,4,9,1,1,52.97,50.0
2021-22,2021-11-05,"Saskatoon, SK",Regina Cougars,Saskatchewan Huskies,REG,14.0,Majok Madol,True,17,0.0,100.0,0.0,2,1,3,4,2,0,1,0,6,0,0,3,3,0,1,87.21,100.0
2021-22,2021-11-05,"Saskatoon, SK",Regina Cougars,Saskatchewan Huskies,REG,13.0,Carter Millar,True,20,100.0,66.7,50.0,1,4,5,3,1,3,0,0,6,1,1,2,3,1,2,77.32,83.33
2021-22,2021-11-05,"Saskatoon, SK",Regina Cougars,Saskatchewan Huskies,REG,5.0,Nick Barnard,False,20,25.0,33.3,0.0,2,1,3,2,0,5,0,0,5,1,4,2,6,0,0,41.67,41.67
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,6.0,Alexander Dewar,False,32,50.0,58.8,75.0,0,0,0,2,1,5,0,1,30,4,8,10,17,6,8,73.1,70.59
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,8.0,Marquavian Stephens,True,32,50.0,54.5,100.0,3,4,7,1,6,3,0,0,19,3,6,6,11,4,4,74.45,68.18
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,7.0,Nervens Demosthene,True,38,28.6,36.4,66.7,0,8,8,2,2,2,1,2,12,2,7,4,11,2,3,48.7,45.45
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,1.0,Chan De Ciman,False,32,28.6,22.2,0.0,0,2,2,3,2,0,0,4,6,2,7,2,9,0,0,33.33,33.33
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,13.0,Kessler Bishop,False,13,0.0,33.3,50.0,1,1,2,1,0,0,0,0,4,0,0,1,3,2,4,42.02,33.33
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,4.0,Emmanuel Akintunde,True,18,0.0,20.0,0.0,0,2,2,4,1,1,1,0,2,0,3,1,5,0,0,20.0,20.0
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,11.0,Ryker Wuttke,False,5,0.0,0.0,100.0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,2,113.64,0.0
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,5.0,Tyrese Potoma,True,15,0.0,0.0,100.0,0,0,0,2,2,0,0,0,1,0,3,0,4,1,1,11.26,0.0
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,15.0,Maxwell Amoafo,True,10,0.0,0.0,0.0,0,2,2,0,0,0,0,1,0,0,0,0,2,0,0,0.0,0.0
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,10.0,Fisayo Moibi,False,2,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-22,2021-11-05,"Saskatoon, SK",Saskatchewan Huskies,Regina Cougars,SAS,0.0,Noah Nickel,False,2,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,11.0,James Woods,True,25,60.0,58.3,100.0,0,2,2,3,1,1,0,0,20,3,5,7,12,3,3,75.08,70.83
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,16.0,Sukhman Sandhu,False,23,33.3,44.4,90.0,1,3,4,5,2,1,1,0,18,1,3,4,9,9,10,67.16,50.0
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,1.0,Grant Audu,True,38,33.3,60.0,100.0,3,5,8,1,4,6,0,1,15,1,3,6,10,2,2,68.93,65.0
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,10.0,Jack Cruz-Dumont,True,36,0.0,22.2,50.0,1,6,7,1,2,2,0,0,5,0,4,2,9,1,2,25.3,22.22
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,8.0,Triston Matthews,False,16,33.3,28.6,0.0,0,4,4,2,0,1,0,0,5,1,3,2,7,0,0,35.71,35.71
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,0.0,Esaie Maurancy,False,5,0.0,0.0,75.0,1,0,1,1,0,1,0,0,3,0,1,0,3,3,4,31.51,0.0
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,9.0,Toni Maric,False,15,0.0,33.3,0.0,1,1,2,4,0,0,0,0,2,0,1,1,3,0,0,33.33,33.33
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,7.0,Brian Wallack,True,16,0.0,25.0,0.0,1,3,4,2,0,0,0,1,2,0,0,1,4,0,0,25.0,25.0
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,13.0,Tobi Akinkunmi,False,10,0.0,0.0,0.0,3,2,5,3,0,2,0,3,0,0,2,0,3,0,0,0.0,0.0
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,4.0,Jamesley Jerome,False,3,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0
2021-22,2021-11-05,"Vancouver, BC",UBC Thunderbirds,UFV Cascades,UBC,14.0,Lincoln Rosebush,True,13,0.0,0.0,0.0,2,4,6,0,0,0,1,0,0,0,2,0,5,0,0,0.0,0.0
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,2.0,Vick Toor,True,34,0.0,38.5,100.0,2,8,10,3,2,1,1,3,18,0,5,5,13,8,8,54.48,38.46
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,14.0,Dario Lopez,True,28,25.0,50.0,100.0,2,4,6,2,1,2,0,1,13,1,4,5,10,2,2,59.74,55.0
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,10.0,Kyle Claggett,True,22,16.7,21.4,100.0,1,2,3,1,0,1,0,0,9,1,6,3,14,2,2,30.24,25.0
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,11.0,Aidan Wilson,False,15,0.0,42.9,50.0,4,0,4,3,0,1,0,0,8,0,0,3,7,2,4,45.66,42.86
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,3.0,Suraj Gahir,True,26,25.0,25.0,50.0,1,7,8,0,1,1,0,2,6,1,4,1,4,3,6,45.18,37.5
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,8.0,Jiordano Khan,False,22,0.0,40.0,0.0,1,1,2,2,0,1,0,0,4,0,1,2,5,0,0,40.0,40.0
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,6.0,Jordyn Sekhon,True,30,0.0,10.0,50.0,2,3,5,2,1,1,0,1,3,0,2,1,10,1,2,13.79,10.0
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,4.0,Jake Willemsen,False,14,0.0,0.0,75.0,1,1,2,1,0,0,0,0,3,0,3,0,3,3,4,31.51,0.0
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,5.0,Ahmad Athman,False,6,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,0.0,0.0
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,7.0,Kenan Hadzovic,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-22,2021-11-05,"Vancouver, BC",UFV Cascades,UBC Thunderbirds,UFV,15.0,Matthias Klim,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,6.0,Diego Maffia,False,32,41.2,46.2,100.0,1,5,6,1,0,1,0,2,35,7,17,12,26,4,4,63.04,59.62
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,2.0,Matthew Ellis,True,28,0.0,54.5,50.0,3,1,4,2,2,1,1,0,14,0,0,6,11,2,4,54.86,54.55
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,0.0,Dominick Oliveri,True,31,0.0,62.5,57.1,7,8,15,1,1,2,1,0,14,0,0,5,8,4,7,63.18,62.5
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,3.0,Scott Kellum,True,26,0.0,35.7,50.0,0,0,0,1,0,1,0,1,11,0,3,5,14,1,2,36.96,35.71
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,9.0,Justin McChesney,False,2,0.0,100.0,0.0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,12.0,Sergio Pereira,False,9,0.0,25.0,0.0,2,3,5,4,0,2,1,0,2,0,1,1,4,0,0,25.0,25.0
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,7.0,Trent Monkman,False,17,0.0,0.0,50.0,0,0,0,0,2,0,0,1,1,0,2,0,4,1,2,10.25,0.0
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,17.0,Elias Ralph,True,16,0.0,0.0,50.0,0,3,3,5,1,2,2,0,1,0,2,0,2,1,2,17.36,0.0
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,11.0,Ethan Boag,False,10,0.0,0.0,0.0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0.0,0.0
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,1.0,Aaron Tesfagiorgis,True,28,0.0,0.0,0.0,0,1,1,4,1,1,0,3,0,0,1,0,2,0,0,0.0,0.0
2021-22,2021-11-05,"Victoria, BC",Victoria Vikes,UBC Okanagan Heat,VIU,4.0,Jaden Touchie,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-22,2021-11-05,"Victoria, BC",UBC Okanagan Heat,Victoria Vikes,OKA,13.0,Liban Yousef,False,22,66.7,55.6,62.5,2,1,3,2,1,2,1,0,17,2,3,5,9,5,8,67.89,66.67
2021-22,2021-11-05,"Victoria, BC",UBC Okanagan Heat,Victoria Vikes,OKA,8.0,Jesse Vogel,True,28,100.0,44.4,75.0,2,2,4,1,3,2,0,0,15,1,1,4,9,6,8,59.9,50.0
2021-22,2021-11-05,"Victoria, BC",UBC Okanagan Heat,Victoria Vikes,OKA,15.0,Kevin Hamlet,True,30,20.0,28.6,83.3,3,4,7,3,1,6,1,3,14,1,5,4,14,5,6,42.07,32.14
2021-22,2021-11-05,"Victoria, BC",UBC Okanagan Heat,Victoria Vikes,OKA,12.0,BB Chuks-Mady,False,16,0.0,75.0,0.0,0,4,4,4,0,0,0,1,6,0,0,3,4,0,2,61.48,75.0
2021-22,2021-11-05,"Victoria, BC",UBC Okanagan Heat,Victoria Vikes,OKA,23.0,Imoudu Ibrahim,True,32,33.3,20.0,100.0,2,4,6,3,0,5,0,0,5,1,3,1,5,2,2,42.52,30.0
2021-22,2021-11-05,"Victoria, BC",UBC Okanagan Heat,Victoria Vikes,OKA,24.0,Dallas Hancox,False,16,0.0,66.7,0.0,1,5,6,2,1,1,1,0,4,0,0,2,3,0,0,66.67,66.67
2021-22,2021-11-05,"Victoria, BC",UBC Okanagan Heat,Victoria Vikes,OKA,22.0,Gus Goerzen,True,26,14.3,12.5,0.0,1,1,2,3,0,0,0,1,3,1,7,1,8,0,0,18.75,18.75
2021-22,2021-11-05,"Victoria, BC",UBC Okanagan Heat,Victoria Vikes,OKA,25.0,Elan Kimpton-Cuellar,True,16,0.0,33.3,0.0,1,2,3,2,1,0,0,0,2,0,0,1,3,0,0,33.33,33.33
2021-22,2021-11-05,"Victoria, BC",UBC Okanagan Heat,Victoria Vikes,OKA,4.0,Hafith Moallin,False,14,0.0,0.0,0.0,0,0,0,0,1,3,1,1,0,0,2,0,3,0,0,0.0,0.0
2021-22,2021-11-05,"Winnipeg, MB",Manitoba Bisons,Winnipeg Wesmen,MAN,1.0,Keiran Zziwa,True,34,20.0,34.8,91.7,1,9,10,1,4,2,0,3,29,2,10,8,23,11,12,51.27,39.13
2021-22,2021-11-05,"Winnipeg, MB",Manitoba Bisons,Winnipeg Wesmen,MAN,10.0,James Wagner,True,28,100.0,50.0,70.0,6,2,8,4,1,4,0,0,16,1,1,4,8,7,10,64.52,56.25
2021-22,2021-11-05,"Winnipeg, MB",Manitoba Bisons,Winnipeg Wesmen,MAN,5.0,Mason Kraus,True,29,33.3,37.5,75.0,1,3,4,3,3,4,0,1,10,1,3,3,8,3,4,51.23,43.75
2021-22,2021-11-05,"Winnipeg, MB",Manitoba Bisons,Winnipeg Wesmen,MAN,13.0,Cameron O'Hara,True,23,0.0,40.0,33.3,4,4,8,3,1,4,1,4,6,0,0,2,5,2,6,39.27,40.0
2021-22,2021-11-05,"Winnipeg, MB",Manitoba Bisons,Winnipeg Wesmen,MAN,11.0,Cieran O'Hara,False,8,0.0,100.0,50.0,1,6,7,2,0,0,0,0,5,0,0,2,2,1,2,86.81,100.0
2021-22,2021-11-05,"Winnipeg, MB",Manitoba Bisons,Winnipeg Wesmen,MAN,7.0,Tito Obasoto,False,23,33.3,16.7,50.0,2,1,3,2,1,1,0,2,4,1,3,1,6,1,2,29.07,25.0
2021-22,2021-11-05,"Winnipeg, MB",Manitoba Bisons,Winnipeg Wesmen,MAN,6.0,Wyatt Tait,False,21,0.0,16.7,0.0,2,5,7,1,1,1,0,1,2,0,2,1,6,0,2,14.53,16.67
2021-22,2021-11-05,"Winnipeg, MB",Manitoba Bisons,Winnipeg Wesmen,MAN,9.0,Daren Watts,False,8,0.0,25.0,0.0,0,4,4,1,1,0,0,0,2,0,2,1,4,0,0,25.0,25.0
2021-22,2021-11-05,"Winnipeg, MB",Manitoba Bisons,Winnipeg Wesmen,MAN,2.0,Risto Zimbakov,True,19,0.0,50.0,0.0,0,0,0,3,0,1,0,0,2,0,1,1,2,0,0,50.0,50.0
2021-22,2021-11-05,"Winnipeg, MB",Manitoba Bisons,Winnipeg Wesmen,MAN,4.0,Elijah Lostracco,False,7,0.0,0.0,0.0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0
2021-22,2021-11-05,"Winnipeg, MB",Winnipeg Wesmen,Manitoba Bisons,WWM,3.0,Don Dayrit,True,36,15.4,31.8,60.0,0,4,4,1,3,5,0,2,19,2,13,7,22,3,5,39.26,36.36
2021-22,2021-11-05,"Winnipeg, MB",Winnipeg Wesmen,Manitoba Bisons,WWM,5.0,Shawn Maranan,True,33,75.0,60.0,50.0,0,5,5,2,1,1,0,1,16,3,4,6,10,1,2,73.53,75.0
2021-22,2021-11-05,"Winnipeg, MB",Winnipeg Wesmen,Manitoba Bisons,WWM,0.0,Eric Racine,False,24,50.0,37.5,100.0,1,5,6,3,4,3,0,3,11,1,2,3,8,4,4,56.35,43.75
2021-22,2021-11-05,"Winnipeg, MB",Winnipeg Wesmen,Manitoba Bisons,WWM,9.0,Donte Makazu,True,26,0.0,42.9,50.0,2,2,4,4,0,1,0,0,7,0,0,3,7,1,2,44.42,42.86
2021-22,2021-11-05,"Winnipeg, MB",Winnipeg Wesmen,Manitoba Bisons,WWM,8.0,Joshua Gandier,False,17,25.0,33.3,0.0,1,3,4,3,0,1,0,0,5,1,4,2,6,0,0,41.67,41.67
2021-22,2021-11-05,"Winnipeg, MB",Winnipeg Wesmen,Manitoba Bisons,WWM,1.0,James Rae,False,4,100.0,100.0,0.0,0,0,0,0,0,0,0,0,5,1,1,2,2,0,0,125.0,125.0
2021-22,2021-11-05,"Winnipeg, MB",Winnipeg Wesmen,Manitoba Bisons,WWM,14.0,Spas Nikolov,True,17,0.0,66.7,0.0,0,2,2,3,0,0,2,0,4,0,0,2,3,0,0,66.67,66.67
2021-22,2021-11-05,"Winnipeg, MB",Winnipeg Wesmen,Manitoba Bisons,WWM,7.0,Malachi Alexander,True,22,0.0,16.7,50.0,1,3,4,1,1,1,0,2,3,0,0,1,6,1,2,21.8,16.67
2021-22,2021-11-05,"Winnipeg, MB",Winnipeg Wesmen,Manitoba Bisons,WWM,2.0,Emmanuel Thomas,False,14,0.0,33.3,33.3,1,3,4,5,1,1,0,2,3,0,1,1,3,1,3,34.72,33.33
2021-22,2021-11-05,"Winnipeg, MB",Winnipeg Wesmen,Manitoba Bisons,WWM,13.0,Donald Stewart,False,7,0.0,0.0,0.0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,2,0.0,0.0
2021-22,2021-11-05,"Wolfville, NS",Acadia Axemen,St. Francis Xavier X-Men,ACA,6.0,Eli Kraushar,True,33,60.0,50.0,85.7,1,6,7,4,2,5,0,1,21,3,5,6,12,6,7,69.63,62.5
2021-22,2021-11-05,"Wolfville, NS",Acadia Axemen,St. Francis Xavier X-Men,ACA,5.0,Alex Muise,True,37,37.5,50.0,0.0,0,3,3,3,4,2,1,3,21,3,8,9,18,0,0,58.33,58.33
2021-22,2021-11-05,"Wolfville, NS",Acadia Axemen,St. Francis Xavier X-Men,ACA,14.0,Jack Tilley,True,35,66.7,50.0,100.0,0,5,5,3,3,5,0,3,18,4,6,6,12,2,2,69.88,66.67
2021-22,2021-11-05,"Wolfville, NS",Acadia Axemen,St. Francis Xavier X-Men,ACA,13.0,Rowan Power,True,36,0.0,50.0,100.0,1,6,7,3,6,2,1,0,15,0,1,5,10,5,5,61.48,50.0
2021-22,2021-11-05,"Wolfville, NS",Acadia Axemen,St. Francis Xavier X-Men,ACA,7.0,Ryan Munro,False,16,33.3,42.9,0.0,1,1,2,0,0,0,0,1,8,2,6,3,7,0,0,57.14,57.14
2021-22,2021-11-05,"Wolfville, NS",Acadia Axemen,St. Francis Xavier X-Men,ACA,15.0,Thomas MacDonald,True,14,0.0,40.0,0.0,1,0,1,5,1,0,1,0,4,0,0,2,5,0,0,40.0,40.0
2021-22,2021-11-05,"Wolfville, NS",Acadia Axemen,St. Francis Xavier X-Men,ACA,4.0,Brett Speedy,False,8,100.0,100.0,0.0,0,2,2,2,1,0,0,1,3,1,1,1,1,0,0,150.0,150.0
2021-22,2021-11-05,"Wolfville, NS",Acadia Axemen,St. Francis Xavier X-Men,ACA,11.0,Dylan Landry,False,21,0.0,0.0,0.0,0,2,2,3,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,5.0,Justin Andrew,False,26,25.0,50.0,100.0,2,3,5,2,3,0,0,2,30,2,8,7,14,14,14,74.4,57.14
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,55.0,David Muenkat,True,25,0.0,33.3,83.3,4,4,8,1,1,1,1,2,11,0,1,3,9,5,6,47.25,33.33
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,21.0,Handy Disanka,True,19,0.0,60.0,100.0,2,1,3,3,0,2,0,0,10,0,0,3,5,4,4,73.96,60.0
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,3.0,Antoine Vernon,True,28,33.3,28.6,100.0,0,5,5,3,1,2,1,2,9,1,3,2,7,4,4,51.37,35.71
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,6.0,Dondre Reddick,True,25,0.0,36.4,0.0,0,5,5,1,0,3,0,1,8,0,3,4,11,0,1,34.97,36.36
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,27.0,Avan Nava,True,34,50.0,28.6,0.0,0,2,2,0,0,2,0,1,5,1,2,2,7,0,0,35.71,35.71
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,9.0,Sidney Okeke,False,10,0.0,50.0,100.0,2,0,2,2,0,1,1,0,4,0,1,1,2,2,2,69.44,50.0
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,15.0,Bennett Grumbach,False,7,50.0,25.0,0.0,2,0,2,1,0,1,0,0,3,1,2,1,4,0,0,37.5,37.5
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,1.0,Matt Pennell,False,1,0.0,0.0,100.0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,113.64,0.0
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,12.0,Gatluak James,False,8,0.0,0.0,0.0,0,1,1,2,1,1,1,2,0,0,0,0,2,0,0,0.0,0.0
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,11.0,J.J. Sedore,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-22,2021-11-05,"Wolfville, NS",St. Francis Xavier X-Men,Acadia Axemen,STX,10.0,Jamie White,False,17,0.0,0.0,0.0,0,1,1,0,1,0,1,1,0,0,3,0,4,0,0,0.0,0.0
2021-22,2021-11-06,"Edmonton, AB",Alberta Golden Bears,Lethbridge Pronghorns,ALB,3.0,Tyus Jefferson,True,30,50.0,53.3,75.0,1,2,3,4,2,1,1,3,20,1,2,8,15,3,4,59.67,56.67
2021-22,2021-11-06,"Edmonton, AB",Alberta Golden Bears,Lethbridge Pronghorns,ALB,5.0,Geoffrey James,True,32,25.0,41.2,50.0,2,3,5,2,4,1,0,5,18,2,8,7,17,2,4,47.97,47.06
2021-22,2021-11-06,"Edmonton, AB",Alberta Golden Bears,Lethbridge Pronghorns,ALB,13.0,Adam Paige,True,34,40.0,46.7,50.0,1,8,9,0,1,0,0,0,17,2,5,7,15,1,2,53.53,53.33
2021-22,2021-11-06,"Edmonton, AB",Alberta Golden Bears,Lethbridge Pronghorns,ALB,11.0,Abdullah Shittu,False,15,0.0,80.0,100.0,1,1,2,3,0,1,0,1,9,0,0,4,5,1,1,82.72,80.0
2021-22,2021-11-06,"Edmonton, AB",Alberta Golden Bears,Lethbridge Pronghorns,ALB,2.0,Lars Ishimwe,False,16,50.0,28.6,33.3,0,1,1,0,2,0,0,0,6,1,2,2,7,1,3,36.06,35.71
2021-22,2021-11-06,"Edmonton, AB",Alberta Golden Bears,Lethbridge Pronghorns,ALB,10.0,Cole Knudsen,True,21,0.0,100.0,0.0,2,2,4,5,0,4,1,0,6,0,0,3,3,0,0,100.0,100.0
2021-22,2021-11-06,"Edmonton, AB",Alberta Golden Bears,Lethbridge Pronghorns,ALB,6.0,Brandon Meiklejohn,True,35,0.0,0.0,66.7,0,3,3,1,0,0,0,0,2,0,2,0,4,2,3,18.8,0.0
2021-22,2021-11-06,"Edmonton, AB",Alberta Golden Bears,Lethbridge Pronghorns,ALB,9.0,Daniel McLaren,False,8,0.0,0.0,0.0,2,1,3,2,1,0,0,0,0,0,1,0,2,0,0,0.0,0.0
2021-22,2021-11-06,"Edmonton, AB",Alberta Golden Bears,Lethbridge Pronghorns,ALB,14.0,Max Russell,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,7.0,Moreau Amadou Darlington,True,29,37.5,45.5,100.0,1,4,5,3,0,3,1,1,15,3,8,5,11,2,2,63.13,59.09
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,5.0,DeAndrae Pierre,True,33,25.0,41.7,80.0,0,3,3,3,4,1,0,0,15,1,4,5,12,4,5,52.82,45.83
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,8.0,Chad Oviatt,True,25,0.0,45.5,100.0,4,7,11,4,0,1,0,0,12,0,3,5,11,2,2,50.51,45.45
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,40.0,Jeffrey Rodehutskors,True,27,0.0,66.7,0.0,2,4,6,1,1,2,0,0,12,0,0,6,9,0,3,58.14,66.67
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,10.0,Shae Gibb,False,21,50.0,50.0,75.0,1,3,4,2,0,2,0,0,8,1,2,2,4,3,4,69.44,62.5
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,3.0,Deng Dak,True,27,33.3,28.6,0.0,1,1,2,3,2,6,0,0,6,2,6,2,7,0,0,42.86,42.86
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,23.0,Alec Hillman,False,7,50.0,50.0,0.0,0,3,3,0,0,1,0,1,3,1,2,1,2,0,0,75.0,75.0
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,4.0,Avery Hutcheson,False,22,0.0,100.0,0.0,2,1,3,1,0,3,0,0,2,0,0,1,1,0,0,100.0,100.0
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,2.0,Paul Asebiode,False,4,0.0,0.0,0.0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,1.0,Zachary Coleman-Bock,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-22,2021-11-06,"Edmonton, AB",Lethbridge Pronghorns,Alberta Golden Bears,LET,22.0,Karter Fry,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-22,2021-11-06,"Guelph, ON",Guelph Gryphons,Windsor Lancers,GUE,22.0,Rasheed Weekes,True,36,37.5,41.7,100.0,7,4,11,1,3,0,0,2,24,3,8,10,24,1,1,49.1,47.92
2021-22,2021-11-06,"Guelph, ON",Guelph Gryphons,Windsor Lancers,GUE,15.0,Malcolm Glanville,True,35,11.1,38.1,100.0,0,5,5,4,3,3,0,2,21,1,9,8,21,4,4,46.13,40.48
2021-22,2021-11-06,"Guelph, ON",Guelph Gryphons,Windsor Lancers,GUE,6.0,Keenan Dowell,True,30,75.0,62.5,100.0,0,3,3,2,1,0,0,1,15,3,4,5,8,2,2,84.46,81.25
2021-22,2021-11-06,"Guelph, ON",Guelph Gryphons,Windsor Lancers,GUE,32.0,Carl Veltmann,False,18,100.0,100.0,100.0,0,2,2,3,1,1,0,2,9,1,1,3,3,2,2,115.98,116.67
