Season,Date,Location,Team,Opponent,Abbr,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct
2024-25,2024-09-26,"Saskatoon, SK",Saskatchewan Huskies,Carleton Ravens,SAS,1.0,Emmanuel Bonsu,True,33,33.3,40.0,100.0,2,7,9,0,1,4,0,0,16,2,6,6,15,2,2,50.38,46.67
2024-25,2024-09-26,"Saskatoon, SK",Saskatchewan Huskies,Carleton Ravens,SAS,13.0,Dillyn Morin,False,17,25.0,40.0,0.0,0,0,0,1,1,2,0,0,9,1,4,4,10,0,2,41.36,45.0
2024-25,2024-09-26,"Saskatoon, SK",Saskatchewan Huskies,Carleton Ravens,SAS,2.0,Easton Thimm,True,29,0.0,40.0,50.0,4,2,6,3,2,2,1,0,8,0,0,2,5,4,8,46.95,40.0
2024-25,2024-09-26,"Saskatoon, SK",Saskatchewan Huskies,Carleton Ravens,SAS,0.0,Freddy Kapinga,False,15,0.0,20.0,100.0,2,1,3,4,0,2,0,1,6,0,0,1,5,4,4,44.38,20.0
2024-25,2024-09-26,"Saskatoon, SK",Saskatchewan Huskies,Carleton Ravens,SAS,8.0,Dylan Miller,True,18,25.0,40.0,0.0,0,0,0,3,2,0,0,0,5,1,4,2,5,0,0,50.0,50.0
2024-25,2024-09-26,"Saskatoon, SK",Saskatchewan Huskies,Carleton Ravens,SAS,12.0,Griffin Sharkey,True,18,20.0,16.7,0.0,0,3,3,3,0,0,0,0,3,1,5,1,6,0,0,25.0,25.0
2024-25,2024-09-26,"Saskatoon, SK",Saskatchewan Huskies,Carleton Ravens,SAS,11.0,Ryker Wuttke,False,22,0.0,50.0,25.0,1,4,5,2,1,0,0,4,3,0,0,1,2,1,4,39.89,50.0
2024-25,2024-09-26,"Saskatoon, SK",Saskatchewan Huskies,Carleton Ravens,SAS,3.0,Dylan Boughen,False,12,0.0,0.0,0.0,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-25,2024-09-26,"Saskatoon, SK",Saskatchewan Huskies,Carleton Ravens,SAS,14.0,Seth Jones,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-25,2024-09-26,"Saskatoon, SK",Saskatchewan Huskies,Carleton Ravens,SAS,5.0,Benjamin Rose,True,14,0.0,0.0,0.0,1,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0.0,0.0
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,6.0,Nikola Guzina,True,21,0.0,53.3,50.0,2,8,10,1,1,2,0,1,18,0,0,8,15,2,4,53.7,53.33
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,22.0,Micah Jessie,False,22,50.0,54.5,66.7,0,4,4,2,1,1,0,0,17,3,6,6,11,2,3,68.99,68.18
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,3.0,Adam Olsen,False,26,14.3,27.3,66.7,2,4,6,3,4,3,0,0,13,1,7,3,11,6,9,43.45,31.82
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,4.0,Arnaud Konan,True,24,0.0,66.7,50.0,0,0,0,1,3,2,0,3,9,0,0,4,6,1,2,65.41,66.67
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,8.0,Brendan Sullivan,False,18,100.0,80.0,0.0,0,1,1,2,3,2,0,1,9,1,1,4,5,0,0,90.0,90.0
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,35.0,Victor Radocaj,False,14,0.0,60.0,0.0,0,2,2,1,0,0,0,1,6,0,1,3,5,0,0,60.0,60.0
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,13.0,Tobi Akinkunmi,True,14,0.0,40.0,0.0,1,4,5,4,0,1,0,0,4,0,3,2,5,0,0,40.0,40.0
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,5.0,Nylan Roberts,False,13,0.0,50.0,0.0,2,0,2,3,0,1,1,1,4,0,0,2,4,0,0,50.0,50.0
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,0.0,Fareed Shittu,True,23,0.0,20.0,0.0,0,0,0,1,4,1,0,0,2,0,3,1,5,0,0,20.0,20.0
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,11.0,Jerry Hayes,False,9,0.0,0.0,50.0,1,1,2,1,1,1,0,0,1,0,0,0,1,1,2,26.6,0.0
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,9.0,Toni Maric,False,7,0.0,0.0,50.0,1,1,2,1,0,1,0,0,1,0,0,0,2,1,2,17.36,0.0
2024-25,2024-09-26,"Saskatoon, SK",UBC Thunderbirds,MacEwan Griffins,UBC,10.0,Gus Goerzen,True,9,0.0,0.0,0.0,0,1,1,0,0,2,0,1,0,0,1,0,5,0,0,0.0,0.0
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,12.0,Job Janda,True,32,0.0,57.1,71.4,5,3,8,3,0,2,0,2,21,0,0,8,14,5,7,61.48,57.14
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,13.0,Milan Jaksic,True,29,50.0,50.0,0.0,0,9,9,3,0,4,0,1,18,2,4,8,16,0,0,56.25,56.25
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,10.0,Hugo Alonso,True,26,0.0,30.8,0.0,0,2,2,2,1,1,0,1,8,0,3,4,13,0,0,30.77,30.77
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,5.0,Diego Presingular,False,16,66.7,66.7,0.0,3,2,5,2,2,2,0,0,6,2,3,2,3,0,1,87.21,100.0
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,6.0,Thai Haak,False,14,0.0,33.3,0.0,1,1,2,1,0,3,0,1,4,0,1,2,6,0,0,33.33,33.33
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,4.0,Filip Karanovic,True,24,0.0,33.3,0.0,1,4,5,3,2,3,0,2,4,0,2,2,6,0,0,33.33,33.33
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,7.0,Judson Weir,False,14,0.0,50.0,50.0,0,3,3,1,1,2,0,0,3,0,1,1,2,1,2,52.08,50.0
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,14.0,Joesef Gopie,False,7,0.0,100.0,0.0,0,1,1,2,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,3.0,Joel Seke,True,17,0.0,14.3,0.0,0,0,0,1,2,0,0,3,2,0,3,1,7,0,0,14.29,14.29
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,0.0,Dele Osuma,False,9,0.0,0.0,50.0,0,0,0,1,1,1,0,0,1,0,2,0,2,1,2,17.36,0.0
2024-25,2024-09-26,"Saskatoon, SK",MacEwan Griffins,UBC Thunderbirds,MCE,15.0,Damilola Osuma,False,12,0.0,0.0,0.0,0,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,10.0,Kaz Dornstauder,False,15,0.0,87.5,66.7,1,3,4,1,0,0,0,1,16,0,0,7,8,2,3,85.84,87.5
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,3.0,Jordan Persad,False,19,50.0,55.6,0.0,0,1,1,1,2,1,0,0,13,3,6,5,9,0,0,72.22,72.22
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,5.0,Samuel Nkassa,False,17,0.0,50.0,75.0,0,1,1,2,2,1,0,0,12,0,0,3,6,6,8,63.03,50.0
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,14.0,Christian Tabiri,True,16,100.0,55.6,100.0,2,7,9,2,0,2,0,1,12,1,1,5,9,1,1,63.56,61.11
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,9.0,Luke Huddlestone,False,10,50.0,20.0,70.0,1,2,3,1,0,0,0,0,10,1,2,1,5,7,10,53.19,30.0
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,4.0,Benjamin Kamba,True,15,0.0,50.0,33.3,0,0,0,0,1,1,0,2,10,0,1,4,8,2,6,46.99,50.0
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,2.0,Lodie Kenyi,True,19,50.0,50.0,0.0,2,5,7,2,1,2,0,0,7,1,2,3,6,0,0,58.33,58.33
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,0.0,Isaac Kiona,False,11,33.3,25.0,66.7,0,3,3,1,0,1,0,0,7,1,3,1,4,4,6,52.71,37.5
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,12.0,Arinze Emeka-Anyakwo,True,20,0.0,40.0,100.0,1,4,5,0,1,0,0,0,6,0,1,2,5,2,2,51.02,40.0
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,11.0,Jamie White,True,15,50.0,50.0,0.0,2,2,4,2,0,1,0,1,3,1,2,1,2,0,0,75.0,75.0
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,7.0,Zachary Hillis,False,14,0.0,0.0,100.0,1,5,6,1,1,3,0,1,2,0,1,0,1,2,2,53.19,0.0
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,6.0,Dakota McBride-Marean,False,14,0.0,0.0,50.0,0,3,3,2,0,2,0,0,1,0,0,0,0,1,2,56.82,0.0
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,13.0,Andrew Ackerman,False,10,0.0,0.0,0.0,3,2,5,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
2024-25,2024-09-26,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,0.0,Jack Dolan,False,4,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,9.0,Sultan Haider Bhatti,True,21,57.1,53.3,75.0,0,4,4,1,1,2,0,2,23,4,7,8,15,3,4,68.62,66.67
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,8.0,Darko Karac,False,20,0.0,50.0,100.0,1,1,2,5,1,1,0,1,15,0,3,4,8,7,7,67.69,50.0
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,2.0,Youri Cange,True,25,50.0,57.1,0.0,1,4,5,5,1,2,0,3,9,1,2,4,7,0,0,64.29,64.29
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,3.0,Nathan Saldo,False,21,25.0,22.2,50.0,0,1,1,4,0,2,0,0,6,1,4,2,9,1,2,30.36,27.78
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,0.0,Luke Moreau,False,11,25.0,20.0,100.0,0,0,0,2,0,1,0,0,5,1,4,1,5,2,2,42.52,30.0
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,11.0,Tilkisew Gebeyehu,False,13,0.0,50.0,0.0,3,0,3,1,0,0,0,0,4,0,1,2,4,0,0,50.0,50.0
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,1.0,Travis Hamberger,True,18,25.0,14.3,0.0,0,1,1,2,0,2,0,1,3,1,4,1,7,0,0,21.43,21.43
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,5.0,Dewayne Thompson,True,23,0.0,11.1,50.0,0,4,4,1,1,1,0,0,3,0,4,1,9,1,2,15.18,11.11
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,12.0,Jack McDonald,True,17,0.0,0.0,100.0,0,4,4,3,0,0,1,0,2,0,1,0,3,2,2,25.77,0.0
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,7.0,Jakarri Lindsey,False,19,0.0,0.0,0.0,0,1,1,3,0,3,0,0,0,0,2,0,3,0,0,0.0,0.0
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,4.0,Liam McArthur,False,3,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
2024-25,2024-09-26,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,10.0,Max Winters,False,8,0.0,0.0,0.0,0,1,1,4,0,2,0,0,0,0,0,0,1,0,0,0.0,0.0
2024-25,2024-09-26,"Regina, SK",Winnipeg Wesmen,Lethbridge Pronghorns,WWM,9.0,Alberto Gordo,True,32,0.0,42.9,83.3,1,2,3,0,2,3,0,2,17,0,4,6,14,5,6,51.08,42.86
2024-25,2024-09-26,"Regina, SK",Winnipeg Wesmen,Lethbridge Pronghorns,WWM,0.0,Kato Jaro,True,26,16.7,33.3,100.0,1,3,4,2,3,0,0,2,13,1,6,3,9,6,6,55.84,38.89
2024-25,2024-09-26,"Regina, SK",Winnipeg Wesmen,Lethbridge Pronghorns,WWM,12.0,Elijah Mensah,False,23,0.0,50.0,50.0,6,3,9,0,0,2,2,1,11,0,2,4,8,3,6,51.69,50.0
2024-25,2024-09-26,"Regina, SK",Winnipeg Wesmen,Lethbridge Pronghorns,WWM,10.0,Ryan Luke,True,26,0.0,45.5,0.0,1,5,6,3,0,1,1,1,10,0,3,5,11,0,0,45.45,45.45
2024-25,2024-09-26,"Regina, SK",Winnipeg Wesmen,Lethbridge Pronghorns,WWM,13.0,Donald Stewart,True,31,20.0,40.0,50.0,0,5,5,5,0,2,1,0,10,1,5,4,10,1,2,45.96,45.0
2024-25,2024-09-26,"Regina, SK",Winnipeg Wesmen,Lethbridge Pronghorns,WWM,2.0,Emmanuel Thomas,True,20,66.7,50.0,0.0,2,3,5,0,0,0,0,1,8,2,3,3,6,0,0,66.67,66.67
2024-25,2024-09-26,"Regina, SK",Winnipeg Wesmen,Lethbridge Pronghorns,WWM,7.0,Malachi Alexander,False,12,100.0,100.0,0.0,0,0,0,3,1,2,0,1,5,1,1,2,2,0,2,86.81,125.0
2024-25,2024-09-26,"Regina, SK",Winnipeg Wesmen,Lethbridge Pronghorns,WWM,4.0,Lamar Everd,False,26,0.0,16.7,75.0,2,1,3,2,2,0,0,1,5,0,2,1,6,3,4,32.22,16.67
2024-25,2024-09-26,"Regina, SK",Winnipeg Wesmen,Lethbridge Pronghorns,WWM,8.0,Ashton Uwamaliya,False,3,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,3.0,Kymani Pollard,True,25,33.3,50.0,100.0,3,0,3,4,2,4,0,1,18,1,3,6,12,5,5,63.38,54.17
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,0.0,Angelo Mbituyimana,True,25,0.0,33.3,25.0,1,7,8,3,1,1,0,0,10,0,3,4,12,2,8,32.22,33.33
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,8.0,Jack-Henry Fox-Grey,True,23,0.0,27.3,75.0,1,4,5,5,1,3,0,0,9,0,0,3,11,3,4,35.27,27.27
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,10.0,Shae Gibb,False,29,0.0,57.1,0.0,1,2,3,4,2,3,0,3,8,0,0,4,7,0,0,57.14,57.14
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,9.0,Bryce Solis,False,11,40.0,40.0,0.0,1,0,1,0,0,0,0,0,6,2,5,2,5,0,0,60.0,60.0
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,23.0,Lu Dalil,True,24,0.0,50.0,50.0,1,3,4,1,0,1,1,3,4,0,0,1,2,2,4,53.19,50.0
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,4.0,Avery Hutcheson,True,10,0.0,25.0,100.0,1,1,2,3,0,0,0,0,4,0,1,1,4,2,2,40.98,25.0
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,22.0,Karter Fry,False,13,100.0,100.0,0.0,3,0,3,1,2,1,0,0,3,1,1,1,1,0,0,150.0,150.0
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,5.0,Kevin Ibula,False,10,33.3,33.3,0.0,0,2,2,0,0,2,0,0,3,1,3,1,3,0,0,50.0,50.0
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,33.0,Sebastian Perez,False,12,0.0,50.0,0.0,0,1,1,3,0,1,0,0,2,0,0,1,2,0,0,50.0,50.0
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,1.0,Brady Baines,False,4,0.0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,40.0,Parker Fleming,False,8,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,LET,2.0,Mason Hoffman,False,5,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,3.0,Anthony Wrzeszcz,True,25,50.0,57.1,0.0,0,3,3,4,0,2,0,1,18,2,4,8,14,0,0,64.29,64.29
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,21.0,Mike Demagus,True,25,0.0,54.5,100.0,0,3,3,1,3,3,2,2,15,0,2,6,11,3,3,60.88,54.55
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,22.0,Mohamud (Moody) Qasim,True,19,20.0,33.3,100.0,0,3,3,2,1,0,0,4,8,1,5,3,9,1,1,42.37,38.89
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,4.0,Daniel Graham,False,16,33.3,25.0,50.0,1,0,1,0,1,0,0,0,7,2,6,2,8,1,2,39.41,37.5
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,12.0,Brendan Amoyaw,False,16,0.0,75.0,0.0,2,6,8,2,0,2,1,0,6,0,0,3,4,0,0,75.0,75.0
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,44.0,Kwaku Agyapong,False,13,0.0,66.7,0.0,0,3,3,3,0,1,0,0,4,0,0,2,3,0,3,46.3,66.67
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,23.0,Jeremiah Francis,False,8,33.3,33.3,0.0,0,0,0,1,0,0,0,1,3,1,3,1,3,0,0,50.0,50.0
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,32.0,Elijah Bethune,False,19,0.0,0.0,100.0,0,0,0,1,1,2,1,1,2,0,1,0,2,2,2,34.72,0.0
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,9.0,Ares Culley-Bremner,True,11,0.0,33.3,0.0,1,3,4,1,0,0,0,1,2,0,0,1,3,0,0,33.33,33.33
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,6.0,Tyler Garcia,True,24,0.0,16.7,0.0,1,3,4,4,3,2,1,2,2,0,4,1,6,0,0,16.67,16.67
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,31.0,Emery Bouk,False,4,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,11.0,Ay Osunde,False,11,0.0,0.0,0.0,0,2,2,2,0,1,1,0,0,0,3,0,6,0,0,0.0,0.0
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,MCM,33.0,Riaz Saliu,False,8,0.0,0.0,0.0,2,2,4,1,0,2,0,0,0,0,0,0,1,0,0,0.0,0.0
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,13.0,Evgeny Baukin,True,27,50.0,46.2,75.0,1,5,6,1,3,4,0,2,16,1,2,6,13,3,4,54.2,50.0
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,12.0,Josh Gillespie,True,25,33.3,57.1,85.7,2,5,7,3,0,3,0,1,15,1,3,4,7,6,7,74.4,64.29
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,7.0,Will Keyes,True,29,0.0,22.2,50.0,6,6,12,1,1,3,1,0,6,0,0,2,9,2,4,27.88,22.22
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,3.0,Chris Ainsley,False,19,0.0,25.0,0.0,1,4,5,1,0,2,0,0,4,0,2,2,8,0,0,25.0,25.0
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,15.0,Wesley Ainu'u,False,13,0.0,100.0,100.0,1,0,1,1,0,1,1,1,4,0,0,1,1,2,2,106.38,100.0
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,8.0,Dylon Matthews,True,24,0.0,18.2,0.0,1,2,3,1,1,0,0,0,4,0,4,2,11,0,2,16.84,18.18
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,6.0,Milan Pasquale,False,12,0.0,40.0,0.0,0,2,2,1,0,1,0,0,4,0,2,2,5,0,0,40.0,40.0
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,11.0,Ben White,True,24,0.0,12.5,0.0,0,1,1,2,2,4,0,1,2,0,3,1,8,0,0,12.5,12.5
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,10.0,Danilo Gonzalez,False,13,0.0,0.0,0.0,0,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,9.0,Cameron Lalli,False,3,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,5.0,Marcus Nickles,False,5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,UNC,1.0,Marcus Wilson,False,8,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,OTT,35.0,Jacques-Melaine Guemeta,True,21,44.4,50.0,100.0,4,1,5,1,3,1,0,4,26,4,9,8,16,6,6,69.74,62.5
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,OTT,10.0,Justin Ndjock-Tadjore,True,25,33.3,55.6,100.0,1,6,7,3,3,4,0,2,15,1,3,5,9,4,4,69.7,61.11
