July,,,,
Sun. 30,,,,
Dalhousie110,Holland70,(Non-Conference) Mickey Place Tourn. @ UPEI,Final#,
Algoma57,Lakehead91,Non-conference,Final#,Box Score
St. Thomas93,UNB107,"Miller Invitational - Non-Conference @ Rothesay, NB",Final#,
York73,Saint Mary's80,Mickey Place Tournament @ Chi-Wan Young Sports Center,Final#,Box Score
Concordia101,McMaster89,Non-Conference,Final#,
Memorial102,Guelph98,,Final - OT#,Box Score
UFV58,Waterloo50,,Final#,
Cape Breton93,Acadia95,"Milner Invitational - Exhibition @ Rothesay, NB",Final#,Recap
Laurentian59,Saskatchewan62,Ron and Jane Graham Shootout,Final#,
Windsor71,UPEI74,Mickey Place Tournament,Final#,Box Score
Bishop's69,Alberta74,Non-conference @ CARSA Performance Gym,Final#,Box Score
Carleton58,Victoria85,,Final#,Box Score
October,,,,
Sun. 1,,,,
Away,Home,Notes,Status,Links
York48,Dalhousie84,(Non-Conference) Mickey Place Tourn. @ UPEI,Final#,Box Score
Windsor64,Saint Mary's59,Mickey Place Tournament @ Chi-Wan Young Sports Centre,Final#,Box Score
Queen's82,McGill61,Exhibition,Final#,Box Score
Bishop's72,Carleton88,Non-conference @ CARSA Performance Gym,Final#,Box Score
Holland66,UPEI76,Mickey Place Tournament (Exhibition - CCAA),Final#,
Alberta67,Victoria75,,Final#,Box Score
Tue. 3,,,,
Away,Home,Notes,Status,Links
Humber College65,Waterloo59,Exhibition - CCAA,Final#,Box Score
Wed. 4,,,,
Away,Home,Notes,Status,Links
Acadia89,Mount Saint Vincent58,,Final#,
Thu. 5,,,,
Away,Home,Notes,Status,Links
Queen's97,Laval69,"Non-conference (Bishop's Tournament) @ Lennoxville, Que. (Mitchell Gym)",Final#,Box Score
Saint Mary's77,Acadia96,Exhibition,Final#,Box Score
McMaster77,Manitoba80,Non-conference,Final#,Box Score
Dalhousie69,Laurier98,(Non-conference),Final#,Box Score
Ontario Tech80,Bishop's88,Non-conference (Bishop's Tournament),Final#,Box Score
Lakehead85,Winnipeg84,"Non-conference @ Winnipeg, Man. (U of M)",Final#,
Fri. 6,,,,
Away,Home,Notes,Status,Links
Ontario Tech82,Laval77,"Non-conference (Bishop's Tournament) @ Lennoxville, Que. (Mitchell Gym)",Final#,Box Score
Lakehead88,Manitoba86,Non-conference,Final#,Box Score
Queen's99,Bishop's76,Non-conference (Bishop's Tournament),Final#,Box Score
McMaster69,Winnipeg86,Non-conference,Final#,Box Score
StFX106,Saint Mary's56,(Non-Conference),Final#,VideoBox ScoreRecap
UNB74,Regina49,Concordia Classic - Non-conference @ Concordia Gym,Final#,Box Score
Centennial68,Toronto102,Exhibition (CCAA),Final#,Box Score
Waterloo57,Lethbridge64,,Final#,Box Score
Dalhousie81,Toronto Metropolitan99,(Non-conference),Final#,Box Score
UNBC67,Concordia74,Non-conference (Concordia Tournament),Final#,Box Score
Cape Breton79,Brock74,,Final#,Box Score
Sat. 7,,,,
Away,Home,Notes,Status,Links
Eureka College66,Windsor80,,Final#,Box Score
Ontario Tech72,UQAM75,,Final#,Box Score
McMaster96,Lakehead104,"Non-conference @ Winnipeg, Man. (U of M)",Final#,Box Score
Dalhousie84,Guelph79,(Non-conference),Final#,Box Score
UNB81,UNBC61,Concordia Classic - Non-Conference @ Concordia,Final#,Box Score
Waterloo91,Cape Breton97,@ Bob Davis,Final - OT#,Box Score
Regina73,Concordia81,Concordia Classic Tournament,Final#,Box Score
Lethbridge71,Brock84,,Final#,Box Score
Sun. 8,,,,
Away,Home,Notes,Status,Links
Adrian70,York74,,Final#,
Eureka College64,Western94,,Final#,
Cape Breton97,Lethbridge90,@ Bob Davis,Final#,Box Score
UNBC66,Regina74,"@ Montreal, Que. (Concordia)",Final#,Box Score
Waterloo59,Brock81,,Final#,Box Score
UNB90,Concordia72,Concordia Classic - Non-Conference,Final#,Box Score
Tue. 10,,,,
Away,Home,Notes,Status,Links
Western94,Mohawk College72,,Final#,
StFX90,Cape Breton75,(Pre-Season),Final#,
Sheridan79,Guelph107,,Final#,Box Score
Thu. 12,,,,
Away,Home,Notes,Status,Links
Concordia72,Toronto Metropolitan90,Don McCrae Naismith Tournament,Final#,Box Score
Queen's101,St. Lawrence College36,Exhibition (CCAA),Final#,Box Score
Saint Mary's76,Waterloo60,Don McCrae Naismith Tournament,Final#,Box Score
Ottawa99,UBC Okanagan76,(Non-Conference) UBCO Heat Fall Classic,Final#,Box Score
Fri. 13,,,,
Away,Home,Notes,Status,Links
UFV85,Vancouver Island University73,,Final#,
Toronto Metropolitan81,Saint Mary's64,Don McCrae Naismith Tournament @ PAC,Final#,Box Score
Ithaca,Laurier,(Pre-season): NCAA Division III,Cancelled#,Live stats
Saskatchewan64,UQAM75,Non-conference (Carleton Tournament) @ Ravens' Nest,Final#,Box Score
Laval81,Toronto89,Exhibition (U SPORTS),Final#,Box Score
UNB84,Windsor89,"Calgary Cup - Non-Conference @ Calgary, AB",Final#,Box Score
Mercyhurst64,McMaster53,Exhibition: NCAA DII,Final#,Box Score
MacEwan53,Thompson Rivers73,Non Conference (Saville Centre),Final#,Box Score
Guelph70,Carleton76,,Final~#,Box Score
Concordia58,Waterloo57,Don McCrae Naismith Tournament,Final#,Box Score
Memorial78,Alberta90,Non-Conference,Final#,Box Score
McGill77,Calgary89,Calgary Cup,Final#,Box Score
StFX110,Mount Royal80,(Non-Conference) UBC Okanagan Fall Classic,Final#,Box ScoreRecap
Trinity Western48,Ottawa74,(Non-Conference) UBCO Heat Fall Classic,Final#,Box Score
Sat. 14,,,,
Away,Home,Notes,Status,Links
Laval67,York66,,Final#,
Saint Mary's57,Concordia91,Don McCrae Naismith Tournament @ PAC,Final#,Box Score
Toronto Metropolitan80,Waterloo65,Non-conference (Don McCrae Naismith Tournament),Final#,Box Score
Windsor73,McGill56,"Calgary Cup @ Calgary, AB",Final#,Box Score
Mount Royal103,UBC Okanagan76,Heat Fall Classic,Final#,Box Score
Seattle Mountaineers72,UBC81,,Final#,Box Score
Centennial69,Brock83,,Final#,Box Score
UQAM76,Guelph64,Non-conference (Carleton Tournament) @ Ravens' Nest,Final#,Box Score
Mercyhurst52,Laurier91,(Pre-season): NCAA Division II,Final#,Box Score
Lakehead80,Dalhousie90,(Pre-season),Final#,Box Score
MacEwan70,Memorial89,Non Conference (Saville Centre),Final#,Box Score
Ottawa90,StFX66,(Non-Conference) UBCO Heat Fall Classic,Final~#,Box ScoreRecap
Laurentian64,Algoma66,,Final~#,Box ScoreRecapRecap
Saskatchewan62,Carleton75,,Final~#,Box Score
Trinity Western74,UBC Okanagan61,Heat Fall Classic,Final~#,Box Score
UNB80,Calgary85,Calgary Cup - Non-Conference,Final#,Box Score
Thompson Rivers51,Alberta90,Non-Conference,Final#,Box Score
Sun. 15,,,,
Away,Home,Notes,Status,Links
Seattle Mountaineers107,UFV101,,Final#,
Lakehead70,Acadia84,Exhibition,Final#,Box Score
Saskatchewan87,Guelph83,Non-conference (Carleton Tournament) @ Ravens' Nest,Final#,Box Score
FDU-Florham,Laurier,(Pre-season): NCAA Division III,Cancelled#,Live stats
McGill61,UNB105,"Calgary Cup - Non-Conference @ Calgary, AB",Final#,Box Score
UQAM77,Carleton93,Non-conference (Carleton Tournament),Final#,Box Score
Trinity Western105,Mount Royal72,Non-conference (UBCO Fall Classic),Final#,Box Score
Memorial68,Thompson Rivers74,(Pre-Season) @ Univ. of Alberta,Final#,
Mercyhurst57,Brock47,,Final#,Box Score
StFX90,UBC Okanagan73,(Non-Conference) UBC Okanagan Fall Classic,Final~#,VideoBox ScoreRecap
Windsor86,Calgary92,Exhibition,Final#,Box Score
Wed. 18,,,,
Away,Home,Notes,Status,Links
Cape Breton82,StFX87,(Non-Conference),Final#,VideoBox ScoreRecap
Thu. 19,,,,
Away,Home,Notes,Status,Links
Calgary99,Toronto Metropolitan101,,Final - OT#,Box Score
UPEI85,Bishop's88,Tournoi Rouge et Or,Final#,Box Score
Western99,Laval104,Tournoi Rouge et Or,Final - OT#,Box Score
York92,Ontario Tech83,Non-conference,Final#,Box Score
UNBC77,Brandon105,,Final~#,Box Score
Fri. 20,,,,
Away,Home,Notes,Status,Links
Acadia83,Windsor84,Exhibition,Final#,Box Score
Toronto99,UBC Okanagan70,McGill Basketball Classic @ Love Competition Hall,Final~#,Box Score
Calgary86,Laurier100,(Pre-season),Final#,Box Score
Brock55,Queen's61,Non-Conference,Final~#,Box Score
Western85,Bishop's84,Tournoi Rouge et Or,Final#,Box Score
Concordia56,Ottawa81,(Non-Conference) - Pavillon Montpetit Hall,Final~#,Box Score
UNBC77,Winnipeg85,Non-conference (Winnipeg Tournament),Final#,Box Score
UPEI84,Laval94,Tournoi Rouge et Or,Final#,Box Score
UQAM54,Victoria75,Non-Conference @ Queen's Arc,Final#,Box Score
Dalhousie78,McGill61,(Non-conference) McGill Classic,Final#,Box Score
Manitoba94,Brandon79,"Non-conference (Winnipeg Tournament) @ Winnipeg, MB (U of W)",Final#,Box Score
Algoma68,UBC105,Non-conference,Final#,
Trinity Western78,MacEwan64,Made in Alberta Invitational Tournament (David Atkinson Gym),Final~#,Box Score
UFV63,Thompson Rivers69,,Final#,Box Score
Regina64,Alberta88,Non-Conference @ MacEwan,Final#,
Sat. 21,,,,
Away,Home,Notes,Status,Links
Toronto Metropolitan74,Canisius College97,,Final#,
UPEI91,Western92,Tournoi Rouge et Or,Final#,Box Score
Dalhousie77,UBC Okanagan66,(Non-conference) McGill Classic @ McGill,Final#,Box Score
Victoria84,Queen's75,Non-Conference,Final#,Box Score
Calgary81,McMaster87,Non-Conference,Final#,Box Score
Toronto86,McGill65,Exhibition (McGill Basketball Classic),Final#,Box Score
Trinity Western73,Alberta72,,Final#,Box Score
Acadia56,Laurier101,Exhibition,Final#,Box Score
Brock84,UQAM66,@ Arc,Final#,Box Score
Nipissing57,Laurentian77,,Final#,Box ScoreRecapRecap
Brandon65,Winnipeg89,Non-conference (Winnipeg Tournament),Final#,Box Score
Regina100,MacEwan75,Made in Alberta Invitational Tournament (David Atkinson Gym),Final~#,Box Score
UFV64,Algoma70,,Final#,Box Score
UNBC59,Manitoba79,"Non-conference (Winnipeg Tournament) @ Winnipeg, MB (U of W)",Final#,Box Score
UBC93,Thompson Rivers61,,Final#,Box Score
Sun. 22,,,,
Away,Home,Notes,Status,Links
Dalhousie87,Toronto77,(Non-conference) McGill Classic @ McGill,Final#,Box Score
Brock78,Victoria98,@ Arc,Final#,Box Score
Acadia58,Ontario Tech81,Exhibition,Final#,Box Score
UBC Okanagan77,McGill83,Exhibition (McGill Basketball Classic),Final#,Box Score
UQAM88,Queen's94,Non-Conference,Final#,Box Score
Algoma61,Thompson Rivers69,,Final#,Box Score
Thu. 26,,,,
Away,Home,Notes,Status,Links
Brandon80,Valley City State90,,Final#,
Acadia63,Saint Mary's69,,Final*,Box ScoreRecapRecapResultsPhotos
Fri. 27,,,,
Away,Home,Notes,Status,Links
Brandon108,Valley City State105,,Final#,
Queen's73,Concordia77,,Final~#,Box Score
UPEI76,Memorial79,,Final*,Box ScoreRecapPhotos
UNB86,StFX90,,Final*,Box ScoreRecapRecap
Cape Breton82,Dalhousie67,,Final*,Box ScoreRecapRecap
Winnipeg91,Manitoba92,Non-conference,Final#,Box Score
UFV81,Mount Royal86,"Non-conference @ Vancouver, BC",Final#,Box Score
Brock63,UBC83,,Final#,Box Score
Sat. 28,,,,
Away,Home,Notes,Status,Links
UNB74,StFX94,,Final*,Box ScoreRecapRecap
Concordia66,Carleton72,Non-conference,Final#,Box Score
UPEI72,Memorial61,,Final*,Box ScoreRecapPhotos
Cape Breton66,Dalhousie92,,Final*,Box ScoreRecapRecap
Saint Mary's92,Acadia97,,Final - OT*,Box ScoreRecapRecapResultsPhotos
UFV72,Brock82,,Final#,Box Score
Mount Royal97,UBC104,,Final#,Box Score
Sun. 29,,,,
Away,Home,Notes,Status,Links
Brock85,Mount Royal95,"@ Vancouver, BC",Final - OT#,Box Score
Tue. 31,,,,
Away,Home,Notes,Status,Links
Windsor81,Western87,,Final*^,Box Score
November,,,,
Wed. 1,,,,
Away,Home,Notes,Status,Links
Dalhousie84,Acadia87,,Final*,Box ScoreRecapRecap
McMaster75,Laurier72,,Final*^,Box Score
Thu. 2,,,,
Away,Home,Notes,Status,Links
McGill59,UQAM71,RSEQ #M02,Final*,Box Score
Concordia72,Bishop's79,RSEQ #M01,Final*,Box Score
Laurentian65,Ontario Tech77,,Final*^,Box ScoreRecapRecapRecapRecapRecapRecap
Brandon74,Manitoba86,,Final*,Box Score
Fri. 3,,,,
Away,Home,Notes,Status,Links
Saint Mary's78,Cape Breton88,,Final*,Box ScoreRecapRecapPhotos
StFX85,UPEI68,,Final*,Box ScoreRecapRecapPhotos
Memorial65,UNB77,,Final*,Box ScoreRecap
Algoma77,Western118,,Final*^,Box Score
Ottawa86,Guelph66,,Final*^,VideoBox ScoreRecap
Laurentian46,Queen's85,,Final*^,Box ScoreRecapRecap
Waterloo53,York69,,Final*^,Box Score
Toronto63,Brock77,,Final*^,Box Score
Lakehead76,Toronto Metropolitan86,,Final*^,Box Score
Winnipeg106,UBC Okanagan72,,Final*,Box Score
Brandon94,Manitoba68,,Final*,Box Score
Mount Royal101,MacEwan90,CW Regular Season,Final*,Box ScoreRecap
Saskatchewan72,Alberta86,,Final*,Box Score
Lethbridge76,UBC98,,Final*,Box Score
Trinity Western91,Thompson Rivers86,,Final*,Box Score
UFV69,UNBC77,,Final*,Box Score
Calgary87,Victoria122,,Final*,Box Score
Sat. 4,,,,
Away,Home,Notes,Status,Links
Laval65,Concordia79,RSEQ #M03,Final*,Box Score
Algoma69,Western92,,Final*^,Box Score
StFX61,UPEI80,,Final*,Box ScoreRecapRecap
Laurier76,Windsor65,,Final*^,Box Score
Mount Royal87,MacEwan79,CW Regular Season,Final*,Box ScoreRecap
Saint Mary's70,Cape Breton98,,Final*,Box ScoreRecapRecapResultsPhotos
Memorial73,UNB85,,Final*,Box ScoreRecap
Winnipeg89,UBC Okanagan75,,Final*,Box Score
Nipissing47,Queen's93,,Final*^,Box Score
McMaster100,Toronto102,,Final - OT*^,Box Score
Lakehead86,Toronto Metropolitan78,,Final*^,Box Score
York69,Brock76,,Final*^,Box Score
Carleton89,Guelph84,,Final*^,Box Score
Saskatchewan82,Alberta79,,Final*,Box Score
Lethbridge66,UBC82,,Final*,Box Score
UFV90,UNBC88,,Final*,Box Score
Calgary88,Victoria79,,Final*,Box Score
Trinity Western62,Thompson Rivers79,,Final*,Box Score
Sun. 5,,,,
Away,Home,Notes,Status,Links
Acadia65,Dalhousie81,,Final*,Box ScoreRecapRecap
Nipissing77,Ontario Tech81,,Final - OT*^,Box Score
Wed. 8,,,,
Away,Home,Notes,Status,Links
Saint Mary's64,Dalhousie76,,Final*,Box ScoreRecapRecapResultsPhotosPhotos
Waterloo81,Guelph69,,Final*^,Box Score
McMaster66,Toronto Metropolitan87,,Final*^,Box Score
Thu. 9,,,,
Away,Home,Notes,Status,Links
Bishop's77,McGill69,RSEQ #M04,Final*,Box Score
Fri. 10,,,,
Away,Home,Notes,Status,Links
StFX78,Memorial92,,Final*,Box ScoreRecap
UPEI69,UNB83,,Final*,Box ScoreRecapRecapPhotos
Dalhousie84,Saint Mary's73,,Final*,Box ScoreRecapRecapResultsPhotos
Cape Breton102,Acadia106,,Final*,Box ScoreRecapRecap
York87,Lakehead85,,Final - OT*^,Box Score
Queen's82,Laurentian48,,Final*^,Box ScoreRecapRecap
UQAM66,Laval65,RSEQ #M05,Final*,Box Score
Laurier89,Algoma70,,Final*^,Box Score
Ottawa81,Windsor68,,Final*^,VideoBox ScoreRecapRecap
Carleton92,Western98,,Final*^,Box Score
Ontario Tech75,Nipissing65,,Final*^,Box Score
MacEwan61,Saskatchewan78,CW Regular Season,Final*,Box ScoreRecap
Thompson Rivers76,Brandon83,,Final*,Box Score
UBC76,Winnipeg72,,Final*,Box Score
UBC Okanagan77,Lethbridge76,,Final*,Box Score
Manitoba87,Calgary72,,Final*,Box Score
Alberta84,Mount Royal90,,Final*,Box Score
Regina87,Trinity Western74,,Final*,Box Score
Victoria92,UFV76,,Final*,Box Score
Sat. 11,,,,
Away,Home,Notes,Status,Links
Brock81,Toronto Metropolitan68,,Final*^,Box Score
Guelph68,Waterloo74,,Final - OT*^,Box Score
McGill62,Concordia78,RSEQ #M06,Final*,Box Score
Laurier81,Algoma71,,Final*^,Box Score
Cape Breton74,Acadia98,,Final*,Box ScoreRecapRecap
Queen's90,Nipissing73,,Final*^,Box Score
UBC78,Winnipeg84,,Final*,Box Score
StFX74,Memorial83,,Final*,Box ScoreRecap
UPEI87,UNB73,,Final*,Box ScoreRecapRecapPhotos
Ontario Tech49,Laurentian75,,Final*^,Box ScoreRecapRecap
York72,Lakehead87,,Final*^,Box Score
Toronto78,McMaster80,,Final*^,Box Score
Carleton68,Windsor82,,Final*^,Box Score
Ottawa84,Western77,,Final*^,VideoBox ScoreRecapRecap
MacEwan55,Saskatchewan81,CW Regular Season,Final*,Box ScoreRecap
Thompson Rivers84,Brandon85,,Final - OT*,Box Score
Manitoba77,Calgary84,,Final*,Box Score
UBC Okanagan76,Lethbridge71,,Final*,Box Score
Alberta93,Mount Royal78,,Final*,Box Score
Regina81,Trinity Western65,,Final*,Box Score
Victoria97,UFV86,,Final*,Box Score
Wed. 15,,,,
Away,Home,Notes,Status,Links
Toronto Metropolitan96,Toronto91,,Final*^,Box Score
Thu. 16,,,,
Away,Home,Notes,Status,Links
Laval80,Bishop's96,RSEQ #M07,Final*,Box Score
UQAM69,Concordia57,RSEQ #M08,Final*,Box Score
Fri. 17,,,,
Away,Home,Notes,Status,Links
Ontario Tech53,Queen's74,,Final*^,Box Score
Memorial85,Acadia78,,Final*,Box ScoreRecap
Dalhousie62,StFX74,,Final*,Box ScoreRecapRecap
Saint Mary's79,UPEI75,,Final*,Box ScoreRecapRecapPhotosPhotos
Algoma79,Guelph89,,Final*^,Box Score
Laurentian56,Laurier68,,Final*^,Box ScoreRecapRecap
Brock63,Carleton69,,Final*^,Box Score
Lakehead81,Ottawa97,,Final*^,VideoBox ScoreRecap
Western92,York81,,Final*^,Box Score
Nipissing68,Waterloo63,,Final*^,Box Score
Windsor70,McMaster73,,Final*^,Box Score
UBC82,Saskatchewan78,,Final*,Box Score
Calgary87,Brandon90,,Final*,Box Score
Winnipeg87,Lethbridge84,,Final*,Box Score
Manitoba81,Mount Royal60,,Final*,Box ScoreBox Score
Regina66,Thompson Rivers59,,Final*,Box Score
UBC Okanagan80,UFV83,,Final*,Box Score
MacEwan66,UNBC97,CW Regular Season,Final*,Box ScoreRecap
Sat. 18,,,,
Away,Home,Notes,Status,Links
UNB66,Cape Breton87,,Final*,Box ScoreRecapRecap
Toronto93,Toronto Metropolitan100,,Final*^,Box Score
Algoma58,Guelph83,,Final*^,Box Score
Bishop's85,UQAM92,RSEQ #M09,Final*,Box Score
Nipissing66,Laurier81,,Final*^,Box Score
Laurentian54,Waterloo64,,Final*^,Box ScoreRecapRecap
Memorial89,Acadia86,,Final*,Box ScoreRecap
Windsor96,York101,,Final - OT*^,Box Score
Brock63,Ottawa73,,Final*^,VideoBox ScoreRecap
Lakehead78,Carleton88,,Final*^,Box Score
McGill47,Laval79,RSEQ #M10,Final*,Box Score
Queen's75,Ontario Tech78,,Final*^,Box Score
Western70,McMaster78,,Final*^,Box Score
Calgary95,Brandon100,,Final*,Box Score
UBC75,Saskatchewan78,,Final*,Box Score
Winnipeg86,Lethbridge74,,Final*,Box Score
Manitoba85,Mount Royal77,,Final*,Box Score
MacEwan77,UNBC83,CW Regular Season,Final*,Box ScoreRecap
UBC Okanagan81,UFV90,,Final*,Box Score
Regina54,Thompson Rivers49,,Final*,Box Score
Sun. 19,,,,
Away,Home,Notes,Status,Links
UPEI85,Dalhousie88,,Final*,Box ScoreRecapRecapPhotos
Wed. 22,,,,
Away,Home,Notes,Status,Links
Laurier91,Guelph79,,Final*^,Box Score
Toronto Metropolitan81,McMaster68,,Final*^,Box Score
Thu. 23,,,,
Away,Home,Notes,Status,Links
McGill61,Bishop's111,RSEQ #M11,Final*,Box Score
UBC80,Victoria92,,Final*,Box Score
Fri. 24,,,,
Away,Home,Notes,Status,Links
Toronto85,York71,,Final*^,Box Score
Cape Breton90,Memorial86,,Final*,Box ScoreRecap
StFX84,Saint Mary's75,,Final*,Box ScoreRecapRecapResultsPhotos
Carleton80,Laurentian73,,Final*^,Box ScoreRecapRecapRecap
Ottawa97,Nipissing69,,Final*^,VideoBox ScoreRecap
Queen's72,Brock76,,Final*^,Box Score
Western95,Lakehead91,,Final*^,Box Score
Waterloo65,Algoma55,,Final*^,Box Score
Trinity Western74,Brandon85,,Final*,Box Score
Lethbridge69,Manitoba83,,Final*,Box Score
UFV56,Regina64,,Final*,Box Score
Calgary78,Saskatchewan75,,Final*,Box Score
UNBC74,Alberta89,,Final*,Box Score
Winnipeg87,Mount Royal48,,Final*,Box Score
Sat. 25,,,,
Away,Home,Notes,Status,Links
York112,Toronto108,,Final - 2OT*^,Box Score
Guelph96,Laurier87,,Final*^,Box Score
Ontario Tech74,Toronto Metropolitan72,,Final*^,Box Score
UQAM64,McGill66,RSEQ #M12,Final*,Box Score
Waterloo53,Algoma59,,Final*^,Box Score
