November,,,,
Sat. 5,,,,
Winnipeg94,Calgary92,Canada West,Final - OT*,Box Score
Trinity Western75,MacEwan70,Canada West,Final*,Box ScoreRecap
UBC Okanagan71,Alberta89,Canada West,Final*,Box Score
Manitoba98,UNBC87,Canada West,Final*,Box Score
Sat. 7,,,,
Away,Home,Notes,Status,Links
Saint Mary's77,UNB71,,Final*,Box ScoreRecapRecapPhotos
Toronto99,Guelph85,OUA #96,Final*,Box Score
York72,Toronto Metropolitan83,OUA #98,Final*,Box Score
Windsor106,Western113,OUA #85,Final*,Box Score
Acadia56,UPEI89,,Final*,Box ScoreRecapRecapPhotos
Ottawa66,Waterloo54,OUA #93,Final*,Box ScoreRecap
Trinity Western87,MacEwan56,Canada West,Final*,Box ScoreRecap
Memorial75,Dalhousie89,,Final*,Box ScoreRecap
Brock69,Ontario Tech65,OUA #94,Final*,Box Score
Carleton92,Laurier80,OUA #95,Final*,Box Score
UBC92,Brandon79,Canada West,Final*,Box Score
Thompson Rivers80,Saskatchewan74,Canada West,Final*,Box Score
Victoria91,Regina67,Canada West,Final*,Box Score
Lethbridge79,Mount Royal85,Canada West,Final*,Box Score
UBC Okanagan88,Alberta96,Canada West,Final*,Box Score
Manitoba80,UNBC70,Canada West,Final*,Box Score
Winnipeg70,Calgary87,Canada West,Final*,Box Score
Sun. 8,,,,
Away,Home,Notes,Status,Links
Memorial75,Dalhousie73,,Final*,Box ScoreRecap
StFX86,Cape Breton91,,Final*,Box ScoreRecapRecap
Laurentian65,Algoma89,,Final*,Box ScoreRecapRecap
Tue. 10,,,,
Away,Home,Notes,Status,Links
Queen's84,Ontario Tech53,OUA #49 - Originally scheduled for Nov. 19,Final*,Box Score
Wed. 11,,,,
Away,Home,Notes,Status,Links
Windsor75,Laurier77,OUA #102,Final*,Box Score
Thu. 12,,,,
Away,Home,Notes,Status,Links
Saint Mary's62,Acadia87,(4-point game),Final*,Box ScoreRecapRecapPhotos
McGill75,UQAM77,RSEQ M18,Final*,Box Score
Concordia62,Laval76,RSEQ M17,Final*,Box Score
Fri. 13,,,,
Away,Home,Notes,Status,Links
Dalhousie61,Cape Breton92,(4-point game),Final*,Box ScoreRecapRecap
Toronto69,Lakehead71,OUA #101,Final*,Box Score
Ontario Tech71,Carleton72,OUA #99,Final*,Box Score
Laurentian77,McMaster83,OUA #106,Final*,Box ScoreRecapRecap
Brock92,Algoma83,OUA #105,Final*,Box Score
Waterloo84,Western92,OUA #100,Final*,Box Score
Nipissing75,York80,OUA #104,Final*,Box Score
Mount Royal99,UBC Okanagan85,Canada West,Final*,Box Score
Regina59,Winnipeg79,Canada West,Final*,Box Score
Manitoba85,Brandon84,Canada West,Final*,Box Score
Saskatchewan86,Lethbridge82,Canada West,Final*,Box Score
UBC87,Thompson Rivers69,Canada West,Final*,Box Score
Alberta77,Trinity Western91,Canada West,Final*,Box Score
Calgary82,UFV93,Canada West,Final*,Box Score
UNBC76,Victoria98,Canada West,Final*,Box Score
Sat. 14,,,,
Away,Home,Notes,Status,Links
Toronto Metropolitan78,Laurier73,OUA #112,Final - OT*,Box Score
UQAM72,McGill71,RSEQ M20,Final*,Box Score
Laval85,Concordia84,RSEQ M19,Final - OT*,Box Score
Queen's96,Algoma54,,Final*,Box Score
Waterloo62,Windsor69,OUA #111,Final*,Box Score
Regina90,Winnipeg95,Canada West,Final*,Box Score
Mount Royal79,UBC Okanagan91,Canada West,Final*,Box Score
Dalhousie74,StFX80,(4-point game),Final - OT*,Box ScoreRecapRecap
Laurentian75,York78,OUA #113,Final*,Box ScoreRecapRecap
Nipissing73,McMaster87,OUA #109,Final*,Box Score
Guelph73,Carleton78,OUA #114,Final*,Box Score
Toronto85,Lakehead98,OUA #108,Final*,Box Score
Ontario Tech47,Ottawa93,OUA #107,Final*,Box Score
Manitoba75,Brandon69,Canada West,Final*,Box Score
Saskatchewan87,Lethbridge77,Canada West,Final*,Box Score
Calgary90,UFV76,Canada West,Final*,Box Score
Alberta90,Trinity Western81,Canada West,Final*,Box Score
UNBC89,Victoria129,Canada West,Final*,Box Score
UBC89,Thompson Rivers81,Canada West,Final*,Box Score
Sun. 15,,,,
Away,Home,Notes,Status,Links
Cape Breton80,UNB83,(4-point game),Final*,Box ScoreRecapRecap
Guelph67,Ottawa81,OUA #103,Final*,Box Score
Wed. 18,,,,
Away,Home,Notes,Status,Links
McMaster69,Brock76,OUA #115,Final*,Box Score
Thu. 19,,,,
Away,Home,Notes,Status,Links
Bishop's98,Concordia94,RSEQ M21,Final - 3OT*,Box Score
Laval81,McGill70,RSEQ M22,Final*,Box Score
Fri. 20,,,,
Away,Home,Notes,Status,Links
Laurier95,York69,OUA #121,Final*,Box Score
Winnipeg78,UNBC68,Canada West,Final*,Box Score
Acadia79,Cape Breton96,,Final*,Box ScoreRecapRecap
UNB64,Dalhousie76,,Final*,Box ScoreRecapRecap
UPEI58,StFX89,,Final*,Box ScoreRecapRecapPhotos
Western65,Ontario Tech82,OUA #119,Final*,Box Score
Ottawa86,Toronto Metropolitan72,OUA #116,Final*,Box ScoreRecap
Carleton54,Toronto56,OUA #117,Final*,Box Score
Windsor92,Queen's93,OUA #122,Final*,Box Score
Lakehead75,Laurentian60,OUA #129,Final*,Box ScoreRecapRecap
Guelph94,Waterloo50,OUA #118,Final*,Box Score
Mount Royal68,Manitoba91,Canada West,Final*,Box Score
Saskatchewan78,Calgary80,Canada West,Final*,Box Score
Alberta82,MacEwan60,Canada West,Final*,Box ScoreRecap
Regina68,UBC83,Canada West,Final*,Box Score
UBC Okanagan82,Trinity Western85,Canada West,Final*,Box Score
Thompson Rivers88,UFV92,Canada West,Final*,Box Score
Sat. 21,,,,
Away,Home,Notes,Status,Links
Acadia80,Cape Breton92,,Final*,Box ScoreRecap
UPEI76,StFX71,,Final*,Box ScoreRecapRecapPhotos
Waterloo63,Guelph64,OUA #126,Final*,Box Score
Windsor85,Ontario Tech73,OUA #128,Final*,Box Score
Alberta71,MacEwan61,Canada West,Final*,Box ScoreRecap
Winnipeg94,UNBC72,Canada West,Final*,Box Score
UNB62,Dalhousie72,,Final*,Box ScoreRecapRecap
