Season,Date,Location,Team,Opponent,Abbr,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct,HomeAway
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,23.0,Roman Niro,True,31,66.7,50.0,75.0,0,1,1,1,1,2,0,1,25,4,6,9,18,3,4,63.26,61.11,
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,8.0,Nathaniel Bangura,False,20,50.0,66.7,66.7,2,3,5,2,2,1,1,0,17,1,2,6,9,4,6,73.02,72.22,
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,7.0,Adrian Deere,False,27,22.2,38.9,0.0,2,4,6,1,3,0,0,1,16,2,9,7,18,0,0,44.44,44.44,
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,2.0,Devin Miron,True,31,50.0,50.0,66.7,1,10,11,1,4,2,0,0,11,1,2,4,8,2,3,59.01,56.25,
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,1.0,Peter De La Paz,False,4,100.0,100.0,0.0,0,0,0,1,1,1,0,0,6,2,2,2,2,0,0,150.0,150.0,
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,5.0,Johan Germain,True,21,0.0,14.3,100.0,0,1,1,5,6,2,0,1,3,0,4,1,7,1,1,20.16,14.29,
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,22.0,Taleh Wade,False,10,33.3,25.0,0.0,0,1,1,1,0,1,0,0,3,1,3,1,4,0,0,37.5,37.5,
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,10.0,Riley Rathwell,False,10,0.0,25.0,0.0,0,1,1,1,1,0,0,1,2,0,1,1,4,0,0,25.0,25.0,
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,25.0,Jaylen White,True,14,0.0,100.0,0.0,1,5,6,2,0,0,1,1,2,0,0,1,1,0,0,100.0,100.0,
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,34.0,Shawn Cher-Enfant,True,14,0.0,0.0,50.0,0,0,0,2,0,0,0,1,1,0,0,0,2,1,2,17.36,0.0,
2022-23,2022-09-23,"Sudbury, ON",Algoma Thunderbirds,Laurentian Voyageurs,ALG,21.0,Joel Ongagna,False,15,0.0,0.0,50.0,1,6,7,1,1,2,1,0,1,0,0,0,3,1,2,12.89,0.0,
2022-23,2022-09-23,"Sudbury, ON",Laurentian Voyageurs,Algoma Thunderbirds,LAU,22.0,Caillou Lacroix,True,34,45.5,50.0,0.0,3,6,9,3,0,2,0,1,25,5,11,10,20,0,0,62.5,62.5,
2022-23,2022-09-23,"Sudbury, ON",Laurentian Voyageurs,Algoma Thunderbirds,LAU,34.0,Salim Coulibaly,True,27,0.0,71.4,50.0,3,7,10,2,0,2,0,1,13,0,1,5,7,3,6,67.43,71.43,
2022-23,2022-09-23,"Sudbury, ON",Laurentian Voyageurs,Algoma Thunderbirds,LAU,35.0,Abdulmajid Hassan,False,27,20.0,30.0,100.0,0,0,0,1,1,0,0,3,13,1,5,3,10,6,6,51.42,35.0,
2022-23,2022-09-23,"Sudbury, ON",Laurentian Voyageurs,Algoma Thunderbirds,LAU,15.0,Jordan Katchunga,True,31,16.7,36.4,100.0,0,12,12,2,9,3,0,2,11,1,6,4,11,2,2,46.3,40.91,
2022-23,2022-09-23,"Sudbury, ON",Laurentian Voyageurs,Algoma Thunderbirds,LAU,24.0,Coban Scott,True,20,0.0,42.9,75.0,2,3,5,2,1,1,0,1,9,0,3,3,7,3,4,51.37,42.86,
2022-23,2022-09-23,"Sudbury, ON",Laurentian Voyageurs,Algoma Thunderbirds,LAU,12.0,Cedric Mbiaba,True,23,0.0,37.5,100.0,1,6,7,2,4,3,1,1,8,0,1,3,8,2,2,45.05,37.5,
2022-23,2022-09-23,"Sudbury, ON",Laurentian Voyageurs,Algoma Thunderbirds,LAU,14.0,Ethan Cudney,False,14,0.0,25.0,0.0,0,1,1,0,0,0,0,0,2,0,1,1,4,0,0,25.0,25.0,
2022-23,2022-09-23,"Sudbury, ON",Laurentian Voyageurs,Algoma Thunderbirds,LAU,10.0,Kamil Dia Hantchi,False,11,0.0,20.0,0.0,0,1,1,2,2,1,0,0,2,0,3,1,5,0,0,20.0,20.0,
2022-23,2022-09-23,"Sudbury, ON",Laurentian Voyageurs,Algoma Thunderbirds,LAU,23.0,Rudy Beya,False,12,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,2,0,5,0,0,0.0,0.0,
2022-23,2022-09-23,"Sudbury, ON",Laurentian Voyageurs,Algoma Thunderbirds,LAU,42.0,Olgaga Diba,False,1,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-29,"Oshawa, ON",Bishop's Gaiters,Ontario Tech Ridgebacks,BIS,5.0,Rowan Halpenny,True,33,20.0,43.8,0.0,2,3,5,1,0,0,0,3,15,1,5,7,16,0,0,46.88,46.88,
2022-23,2022-09-29,"Oshawa, ON",Bishop's Gaiters,Ontario Tech Ridgebacks,BIS,23.0,David Navarro,True,31,22.2,31.2,0.0,6,4,10,1,0,2,0,1,12,2,9,5,16,0,0,37.5,37.5,
2022-23,2022-09-29,"Oshawa, ON",Bishop's Gaiters,Ontario Tech Ridgebacks,BIS,13.0,Ambs Mathe,False,26,50.0,30.0,50.0,3,1,4,2,1,3,0,1,8,1,2,3,10,1,2,36.76,35.0,
2022-23,2022-09-29,"Oshawa, ON",Bishop's Gaiters,Ontario Tech Ridgebacks,BIS,4.0,Obinna Dike-Nwagbara,True,24,50.0,30.0,0.0,1,3,4,2,1,1,0,2,7,1,2,3,10,0,0,35.0,35.0,
2022-23,2022-09-29,"Oshawa, ON",Bishop's Gaiters,Ontario Tech Ridgebacks,BIS,14.0,Etienne Gagnon,True,30,0.0,33.3,62.5,5,5,10,3,0,1,0,3,7,0,1,1,3,5,8,53.68,33.33,
2022-23,2022-09-29,"Oshawa, ON",Bishop's Gaiters,Ontario Tech Ridgebacks,BIS,0.0,Tiernan McDougall,False,11,33.3,25.0,75.0,0,0,0,0,1,2,0,3,6,1,3,1,4,3,4,52.08,37.5,
2022-23,2022-09-29,"Oshawa, ON",Bishop's Gaiters,Ontario Tech Ridgebacks,BIS,11.0,Micah Della Foresta,False,10,100.0,20.0,100.0,2,2,4,1,0,1,0,1,4,1,1,1,5,1,1,36.76,30.0,
2022-23,2022-09-29,"Oshawa, ON",Bishop's Gaiters,Ontario Tech Ridgebacks,BIS,2.0,Hisham Saleh,False,19,0.0,8.3,50.0,1,0,1,1,2,2,0,0,3,0,5,1,12,1,2,11.65,8.33,
2022-23,2022-09-29,"Oshawa, ON",Bishop's Gaiters,Ontario Tech Ridgebacks,BIS,8.0,Carl Dubois,True,16,0.0,0.0,0.0,2,2,4,2,0,2,1,0,0,0,1,0,2,0,0,0.0,0.0,
2022-23,2022-09-29,"Oshawa, ON",Ontario Tech Ridgebacks,Bishop's Gaiters,ONT,5.0,Andrade Junior Cummings,True,33,60.0,70.0,100.0,0,2,2,0,0,2,0,1,20,3,5,7,10,3,3,88.34,85.0,
2022-23,2022-09-29,"Oshawa, ON",Ontario Tech Ridgebacks,Bishop's Gaiters,ONT,13.0,Tombe Pitia,True,28,33.3,27.3,50.0,0,6,6,3,1,3,3,0,10,2,6,3,11,2,4,39.18,36.36,
2022-23,2022-09-29,"Oshawa, ON",Ontario Tech Ridgebacks,Bishop's Gaiters,ONT,9.0,Caleb Kassa,False,20,0.0,75.0,50.0,0,2,2,1,0,1,0,2,7,0,0,3,4,1,2,71.72,75.0,
2022-23,2022-09-29,"Oshawa, ON",Ontario Tech Ridgebacks,Bishop's Gaiters,ONT,10.0,D'on Duncan,False,17,0.0,50.0,0.0,2,3,5,1,0,3,0,0,6,0,2,3,6,0,0,50.0,50.0,
2022-23,2022-09-29,"Oshawa, ON",Ontario Tech Ridgebacks,Bishop's Gaiters,ONT,4.0,Ba-Amara Djame,False,16,0.0,16.7,75.0,1,1,2,3,0,2,1,0,5,0,2,1,6,3,4,32.22,16.67,
2022-23,2022-09-29,"Oshawa, ON",Ontario Tech Ridgebacks,Bishop's Gaiters,ONT,11.0,Levi Ogbonna,True,38,0.0,9.1,100.0,1,7,8,3,5,5,0,2,5,0,3,1,11,3,3,20.29,9.09,
2022-23,2022-09-29,"Oshawa, ON",Ontario Tech Ridgebacks,Bishop's Gaiters,ONT,23.0,Jesse Okeke,False,11,0.0,50.0,0.0,0,0,0,2,0,1,0,0,2,0,1,1,2,0,0,50.0,50.0,
2022-23,2022-09-29,"Oshawa, ON",Ontario Tech Ridgebacks,Bishop's Gaiters,ONT,12.0,Chris Ogie,True,22,0.0,0.0,0.0,2,1,3,2,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,
2022-23,2022-09-29,"Oshawa, ON",Ontario Tech Ridgebacks,Bishop's Gaiters,ONT,7.0,Stefan Prica,True,12,0.0,0.0,0.0,0,1,1,4,1,0,0,1,0,0,2,0,4,0,0,0.0,0.0,
2022-23,2022-09-29,"Oshawa, ON",Ontario Tech Ridgebacks,Bishop's Gaiters,ONT,2.0,Alex Szewczyk,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,7.0,Anthony Tsegakele,True,21,0.0,54.5,62.5,0,6,6,1,2,1,0,3,17,0,0,6,11,5,8,58.54,54.55,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,9.0,Sultan Haider Bhatti,True,21,0.0,62.5,100.0,4,7,11,1,0,0,0,3,14,0,0,5,8,4,4,71.72,62.5,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,1.0,Travis Hamberger,False,12,75.0,66.7,0.0,0,2,2,3,1,2,0,2,11,3,4,4,6,0,0,91.67,91.67,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,10.0,Ian Simba Gasana,False,14,60.0,60.0,50.0,0,1,1,1,1,2,0,0,10,3,5,3,5,1,2,85.03,90.0,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,12.0,Jack McDonald,True,21,100.0,22.2,100.0,3,4,7,3,0,0,0,0,7,1,1,2,9,2,2,35.43,27.78,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,2.0,Jahmaal Gardner,True,20,0.0,14.3,75.0,0,2,2,0,0,1,0,1,5,0,3,1,7,3,4,28.54,14.29,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,15.0,Blake Magnusson,False,11,25.0,40.0,0.0,1,3,4,3,0,0,0,2,5,1,4,2,5,0,0,50.0,50.0,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,3.0,Khari Ojeda-Harvey,True,24,20.0,22.2,0.0,1,4,5,2,1,2,0,0,5,1,5,2,9,0,0,27.78,27.78,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,11.0,Tilkisew Gebeyehu,False,8,0.0,66.7,0.0,1,2,3,0,0,0,0,1,4,0,0,2,3,0,1,58.14,66.67,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,4.0,Elisha Ampofo,False,19,0.0,25.0,0.0,1,2,3,0,1,0,0,1,2,0,2,1,4,0,0,25.0,25.0,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,8.0,Braden Cancade,False,7,0.0,0.0,50.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,56.82,0.0,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,3.0,Christian Konu,False,10,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,
2022-23,2022-09-29,"Regina, SK",Brandon Bobcats,Mount Royal University Cougars,BRA,13.0,Malik Lewis,False,12,0.0,0.0,0.0,0,2,2,2,2,2,0,0,0,0,1,0,4,0,0,0.0,0.0,
2022-23,2022-09-29,"Regina, SK",Mount Royal University Cougars,Brandon Bobcats,MRU,1.0,Holt Tomie,True,29,50.0,46.7,57.1,1,8,9,4,4,9,1,4,19,1,2,7,15,4,7,52.54,50.0,
2022-23,2022-09-29,"Regina, SK",Mount Royal University Cougars,Brandon Bobcats,MRU,6.0,Caden Kangas,False,20,100.0,80.0,0.0,0,3,3,2,0,0,0,0,10,2,2,4,5,0,1,91.91,100.0,
2022-23,2022-09-29,"Regina, SK",Mount Royal University Cougars,Brandon Bobcats,MRU,13.0,Daniel Mulder,True,21,0.0,57.1,0.0,0,4,4,2,1,1,1,0,8,0,0,4,7,0,2,50.76,57.14,
2022-23,2022-09-29,"Regina, SK",Mount Royal University Cougars,Brandon Bobcats,MRU,7.0,Aaron Fernandes,False,17,40.0,28.6,50.0,0,3,3,0,0,1,0,0,7,2,5,2,7,1,2,44.42,42.86,
2022-23,2022-09-29,"Regina, SK",Mount Royal University Cougars,Brandon Bobcats,MRU,9.0,Scott Duncan,True,25,0.0,37.5,0.0,2,2,4,1,1,1,0,1,6,0,1,3,8,0,0,37.5,37.5,
2022-23,2022-09-29,"Regina, SK",Mount Royal University Cougars,Brandon Bobcats,MRU,2.0,Keivonte Watts,True,34,0.0,16.7,0.0,1,1,2,2,4,3,0,3,4,0,3,2,12,0,0,16.67,16.67,
2022-23,2022-09-29,"Regina, SK",Mount Royal University Cougars,Brandon Bobcats,MRU,8.0,Sam Barnie,True,18,0.0,20.0,0.0,0,1,1,2,0,0,0,0,2,0,4,1,5,0,0,20.0,20.0,
2022-23,2022-09-29,"Regina, SK",Mount Royal University Cougars,Brandon Bobcats,MRU,12.0,Daniel Owoeye,False,9,0.0,0.0,50.0,3,3,6,2,1,1,0,1,1,0,0,0,1,1,2,26.6,0.0,
2022-23,2022-09-29,"Regina, SK",Mount Royal University Cougars,Brandon Bobcats,MRU,0.0,Hunter Boriskewich,False,10,0.0,0.0,0.0,0,2,2,1,1,0,0,1,0,0,2,0,3,0,0,0.0,0.0,
2022-23,2022-09-29,"Regina, SK",Mount Royal University Cougars,Brandon Bobcats,MRU,34.0,Mawien Mawien,False,17,0.0,0.0,0.0,3,5,8,1,1,2,1,0,0,0,1,0,3,0,2,0.0,0.0,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,1.0,Jalen Edwards,False,28,20.0,52.9,75.0,0,5,5,3,3,2,0,0,22,1,5,9,17,3,4,58.64,55.88,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,13.0,Carter Millar,True,37,50.0,50.0,100.0,7,7,14,2,3,3,0,1,21,2,4,6,12,7,7,69.63,58.33,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,2.0,Matt Barnard,True,30,25.0,37.5,66.7,0,3,3,3,1,1,2,2,15,1,4,6,16,2,3,43.3,40.62,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,5.0,Nick Barnard,True,23,50.0,42.9,66.7,3,1,4,1,1,2,0,0,10,2,4,3,7,2,3,60.1,57.14,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,15.0,Hayden Collier,False,15,50.0,40.0,0.0,2,0,2,1,1,2,2,1,6,2,4,2,5,0,0,60.0,60.0,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,3.0,Brayden Kuski,True,26,33.3,28.6,0.0,0,3,3,1,3,1,0,1,6,2,6,2,7,0,0,42.86,42.86,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,14.0,Majok Madol,True,19,0.0,66.7,33.3,0,3,3,2,2,1,1,0,5,0,0,2,3,1,3,57.87,66.67,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,12.0,Arinze Emeka-Anyakwo,False,15,0.0,40.0,0.0,0,4,4,1,1,0,0,1,4,0,1,2,5,0,1,36.76,40.0,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,9.0,Nigel Warden,False,17,0.0,33.3,0.0,0,0,0,1,1,0,0,1,2,0,2,1,3,0,0,33.33,33.33,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,8.0,Cade Mather,False,7,0.0,0.0,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,56.82,0.0,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,6.0,Dakota McBride-Marean,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0.0,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,0.0,Asher Ndah,False,4,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0.0,
2022-23,2022-09-29,"Regina, SK",Regina Cougars,Winnipeg Wesmen,REG,7.0,Logan Neumann,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,5.0,Shawn Maranan,True,36,57.1,44.4,80.0,1,6,7,1,4,1,0,0,24,4,7,8,18,4,5,59.41,55.56,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,13.0,Donald Stewart,True,33,50.0,53.8,80.0,1,5,6,2,1,0,0,2,20,2,4,7,13,4,5,65.79,61.54,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,8.0,Paul Francisco,False,28,42.9,38.5,0.0,1,4,5,3,2,1,0,3,13,3,7,5,13,0,0,50.0,50.0,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,14.0,Mikhail Mikhailov,True,32,100.0,50.0,66.7,2,8,10,2,1,0,2,1,13,1,1,4,8,4,6,61.09,56.25,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,7.0,Malachi Alexander,True,35,0.0,28.6,100.0,0,0,0,2,1,6,0,0,6,0,0,2,7,2,2,38.07,28.57,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,12.0,Elijah Mensah,False,13,0.0,33.3,75.0,1,0,1,1,1,0,0,1,5,0,2,1,3,3,4,52.52,33.33,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,10.0,Ryan Luke,False,10,0.0,50.0,0.0,2,1,3,1,0,1,0,0,4,0,2,2,4,0,0,50.0,50.0,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,6.0,David Lado,False,15,0.0,25.0,0.0,1,1,2,1,0,0,0,0,2,0,0,1,4,0,0,25.0,25.0,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,4.0,Isaiah Cole,False,3,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,11.0,Charles Goossen,False,2,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-29,"Regina, SK",Winnipeg Wesmen,Regina Cougars,WWM,2.0,Emmanuel Thomas,True,17,0.0,0.0,0.0,1,2,3,5,1,5,0,0,0,0,1,0,3,0,0,0.0,0.0,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,5.0,Steeve Joseph,True,35,33.3,52.2,66.7,0,10,10,2,3,9,0,1,32,4,12,12,23,4,6,62.4,60.87,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,6.0,Sidney Tremblay-Lacombe,True,35,40.0,45.0,66.7,2,7,9,2,3,3,0,1,22,2,5,9,20,2,3,51.59,50.0,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,11.0,Ismael Diouf,True,22,33.3,60.0,0.0,4,9,13,1,3,0,1,1,13,1,3,6,10,0,2,59.74,65.0,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,33.0,Brandon Massimo Maniani-Wembe,True,17,0.0,57.1,25.0,3,3,6,4,2,2,0,1,9,0,0,4,7,1,4,51.37,57.14,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,9.0,Justin Bell,False,30,100.0,33.3,100.0,0,0,0,5,0,0,0,2,7,1,1,1,3,4,4,73.53,50.0,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,20.0,Mohamed Keita,False,9,0.0,100.0,0.0,1,3,4,3,0,3,0,0,4,0,0,2,2,0,1,81.97,100.0,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,7.0,Saydou Sall,True,13,0.0,20.0,0.0,1,1,2,4,1,1,0,0,2,0,3,1,5,0,0,20.0,20.0,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,13.0,Gustave Savard,False,9,0.0,100.0,0.0,0,1,1,0,1,0,0,0,2,0,0,1,1,0,0,100.0,100.0,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,12.0,Simon Giguere,False,1,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,4.0,Alexandre Philippon,False,21,0.0,0.0,0.0,0,4,4,2,3,1,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,14.0,Loic Savard,False,8,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,
2022-23,2022-09-30,"Hamilton, ON",Laval Rouge et Or,McMaster Marauders,LAV,23.0,Fabrice Watier-Berthiaume,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,4.0,Khalil Miller,False,19,100.0,77.8,0.0,4,2,6,1,2,1,0,1,15,1,1,7,9,0,1,79.45,83.33,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,11.0,Ay Osunde,True,23,50.0,40.0,75.0,0,4,4,3,4,3,0,1,13,2,4,4,10,3,4,55.27,50.0,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,23.0,Sefa Otchere,True,28,50.0,45.5,50.0,1,2,3,3,2,2,0,1,13,2,4,5,11,1,2,54.71,54.55,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,13.0,Cashius McNeilly,True,26,16.7,25.0,100.0,0,3,3,3,0,2,0,1,11,1,6,3,12,4,4,39.97,29.17,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,21.0,Mike Demagus,True,23,0.0,30.0,25.0,2,3,5,1,1,2,0,1,8,0,3,3,10,2,8,29.59,30.0,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,9.0,Ares Culley-Bremner,True,24,0.0,75.0,0.0,2,8,10,1,1,1,2,0,6,0,0,3,4,0,3,56.39,75.0,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,6.0,Tristan Lindo,False,13,0.0,28.6,66.7,0,0,0,1,0,0,0,2,6,0,2,2,7,2,3,36.06,28.57,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,10.0,Nathan Charles,False,13,0.0,25.0,0.0,0,1,1,3,2,1,0,2,2,0,1,1,4,0,0,25.0,25.0,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,31.0,Mychael Paulo,False,26,0.0,0.0,100.0,0,2,2,2,7,5,0,3,2,0,1,0,1,2,2,53.19,0.0,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,12.0,Brendan Amoyaw,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,22.0,Brandon Bernard,False,3,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"Hamilton, ON",McMaster Marauders,Laval Rouge et Or,MCM,32.0,Kazim Raza,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0.0,
2022-23,2022-09-30,"Toronto, ON",Toronto Varsity Blues,Bishop's Gaiters,TOR,11.0,Callum Baker,True,31,50.0,47.4,62.5,2,3,5,2,1,2,0,1,33,5,10,9,19,10,16,63.36,60.53,
2022-23,2022-09-30,"Toronto, ON",Toronto Varsity Blues,Bishop's Gaiters,TOR,15.0,Somachi Agbapu,True,34,0.0,62.5,50.0,5,11,16,2,2,1,3,1,12,0,0,5,8,2,4,61.48,62.5,
2022-23,2022-09-30,"Toronto, ON",Toronto Varsity Blues,Bishop's Gaiters,TOR,3.0,Inaki Alvarez,True,32,16.7,25.0,75.0,0,4,4,4,5,5,0,4,12,1,6,4,16,3,4,33.78,28.12,
2022-23,2022-09-30,"Toronto, ON",Toronto Varsity Blues,Bishop's Gaiters,TOR,10.0,Lukas Humle,True,26,37.5,30.0,100.0,1,4,5,1,2,1,0,0,10,3,8,3,10,1,1,47.89,45.0,
2022-23,2022-09-30,"Toronto, ON",Toronto Varsity Blues,Bishop's Gaiters,TOR,35.0,Ryan Rudnick,False,19,50.0,50.0,100.0,0,2,2,1,0,0,0,1,5,1,2,1,2,2,2,86.81,75.0,
2022-23,2022-09-30,"Toronto, ON",Toronto Varsity Blues,Bishop's Gaiters,TOR,6.0,David Ramirez,False,28,0.0,20.0,50.0,0,2,2,3,4,1,0,0,4,0,2,1,5,2,4,29.59,20.0,
2022-23,2022-09-30,"Toronto, ON",Toronto Varsity Blues,Bishop's Gaiters,TOR,8.0,Lennart Weber,True,6,0.0,66.7,0.0,0,2,2,0,0,0,0,0,4,0,1,2,3,0,0,66.67,66.67,
2022-23,2022-09-30,"Toronto, ON",Toronto Varsity Blues,Bishop's Gaiters,TOR,5.0,Kaiden Talib,False,4,0.0,100.0,0.0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0,
