Season,Date,Location,Team,Opponent,Abbr,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct,HomeAway
2022-23,2022-12-02,"Sudbury, ON",Laurentian Voyageurs,Waterloo Warriors,LAU,32.0,Gaetan Chamand,False,30,40.0,25.0,0.0,1,3,4,0,3,2,4,1,8,2,5,3,12,0,0,33.33,33.33,Home
2022-23,2022-12-02,"Sudbury, ON",Laurentian Voyageurs,Waterloo Warriors,LAU,35.0,Abdulmajid Hassan,True,38,33.3,25.0,55.6,0,3,3,3,3,7,0,1,8,1,3,1,4,5,9,50.25,37.5,Home
2022-23,2022-12-02,"Sudbury, ON",Laurentian Voyageurs,Waterloo Warriors,LAU,24.0,Coban Scott,True,24,0.0,14.3,50.0,1,2,3,0,0,2,0,1,3,0,4,1,7,1,2,19.04,14.29,Home
2022-23,2022-12-02,"Sudbury, ON",Laurentian Voyageurs,Waterloo Warriors,LAU,34.0,Salim Coulibaly,False,17,0.0,100.0,0.0,4,5,9,2,1,2,2,0,2,0,0,1,1,0,0,100.0,100.0,Home
2022-23,2022-12-02,"Sudbury, ON",Laurentian Voyageurs,Waterloo Warriors,LAU,10.0,Kamil Dia Hantchi,False,11,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,2,0,2,0,0,0.0,0.0,Home
2022-23,2022-12-02,"Sudbury, ON",Laurentian Voyageurs,Waterloo Warriors,LAU,15.0,Jordan Katchunga,True,7,0.0,0.0,0.0,0,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0,Home
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,3.0,Kuel Thomas,False,23,0.0,35.7,50.0,2,4,6,2,2,5,0,0,11,0,2,5,14,1,2,36.96,35.71,Away
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,25.0,Kiran Chadwick-Rupp,False,20,0.0,71.4,0.0,1,3,4,2,1,0,0,0,10,0,0,5,7,0,1,67.2,71.43,Away
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,2.0,Raf Llorin,False,27,50.0,37.5,50.0,1,0,1,2,6,3,0,0,10,3,6,3,8,1,2,56.31,56.25,Away
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,7.0,Sam Pierson,True,20,0.0,62.5,0.0,1,2,3,5,2,0,0,0,10,0,0,5,8,0,0,62.5,62.5,Away
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,24.0,Stefan Djukic,True,15,0.0,60.0,100.0,4,0,4,4,1,1,1,0,7,0,0,3,5,1,1,64.34,60.0,Away
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,9.0,Kanayo Nnadi,True,25,0.0,25.0,50.0,0,5,5,3,0,4,0,1,6,0,2,2,8,2,4,30.74,25.0,Away
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,23.0,Cristian Craciun,True,29,0.0,14.3,100.0,1,5,6,3,1,2,0,1,4,0,1,1,7,2,2,25.38,14.29,Away
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,13.0,Ethan Andrew,True,25,0.0,0.0,0.0,1,3,4,1,2,1,0,2,0,0,3,0,3,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,4.0,Reuben Hasebenebi,False,7,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,3,0,3,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,14.0,Adrian Husic,False,6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Sudbury, ON",Waterloo Warriors,Laurentian Voyageurs,WAT,8.0,Kevin Ofime,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Vancouver, BC",Alberta Golden Bears,UBC Thunderbirds,ALB,6.0,Brandon Meiklejohn,True,38,66.7,75.0,100.0,1,4,5,1,2,1,0,2,28,6,9,9,12,4,4,101.74,100.0,Away
2022-23,2022-12-02,"Vancouver, BC",Alberta Golden Bears,UBC Thunderbirds,ALB,11.0,Abdullah Shittu,True,31,0.0,85.7,100.0,1,2,3,0,0,2,0,1,26,0,0,12,14,2,2,87.37,85.71,Away
2022-23,2022-12-02,"Vancouver, BC",Alberta Golden Bears,UBC Thunderbirds,ALB,13.0,Adam Paige,True,26,75.0,66.7,0.0,1,4,5,4,1,1,1,0,15,3,4,6,9,0,0,83.33,83.33,Away
2022-23,2022-12-02,"Vancouver, BC",Alberta Golden Bears,UBC Thunderbirds,ALB,2.0,Lars Ishimwe,True,24,0.0,50.0,50.0,0,5,5,4,7,7,1,0,11,0,1,5,10,1,2,50.55,50.0,Away
2022-23,2022-12-02,"Vancouver, BC",Alberta Golden Bears,UBC Thunderbirds,ALB,1.0,Logan Powell,False,16,60.0,60.0,0.0,0,2,2,0,2,1,0,0,9,3,5,3,5,0,0,90.0,90.0,Away
2022-23,2022-12-02,"Vancouver, BC",Alberta Golden Bears,UBC Thunderbirds,ALB,3.0,Isaac Simon,False,21,0.0,50.0,100.0,0,1,1,3,2,3,0,1,5,0,1,2,4,1,1,56.31,50.0,Away
2022-23,2022-12-02,"Vancouver, BC",Alberta Golden Bears,UBC Thunderbirds,ALB,10.0,Daniel McLaren,False,22,0.0,33.3,100.0,0,1,1,5,1,0,1,0,4,0,1,1,3,2,2,51.55,33.33,Away
2022-23,2022-12-02,"Vancouver, BC",Alberta Golden Bears,UBC Thunderbirds,ALB,8.0,Julian Vaughns,True,17,0.0,25.0,0.0,0,6,6,5,5,0,0,1,2,0,2,1,4,0,0,25.0,25.0,Away
2022-23,2022-12-02,"Vancouver, BC",Alberta Golden Bears,UBC Thunderbirds,ALB,5.0,Fahad Yusuf,False,5,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,11.0,James Woods,True,39,50.0,41.2,100.0,1,3,4,4,2,3,1,1,23,3,6,7,17,6,6,58.55,50.0,Home
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,16.0,Sukhman Sandhu,True,28,66.7,60.0,81.8,0,2,2,2,1,1,2,1,17,2,3,3,5,9,11,86.38,80.0,Home
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,13.0,Tobi Akinkunmi,False,19,50.0,57.1,75.0,0,2,2,5,0,1,0,1,13,2,4,4,7,3,4,74.2,71.43,Home
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,7.0,Brian Wallack,True,33,0.0,30.0,63.6,3,4,7,0,1,1,0,3,13,0,0,3,10,7,11,43.8,30.0,Home
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,10.0,Jack Cruz-Dumont,True,34,40.0,30.0,100.0,0,2,2,4,4,2,0,1,12,2,5,3,10,4,4,51.02,40.0,Home
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,8.0,Triston Matthews,True,22,20.0,25.0,0.0,0,2,2,4,2,3,0,0,5,1,5,2,8,0,0,31.25,31.25,Home
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,2.0,Alex Nwoye,False,1,100.0,100.0,0.0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,150.0,150.0,Home
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,4.0,Jamesley Jerome,False,6,0.0,50.0,0.0,2,1,3,0,1,0,0,0,2,0,0,1,2,0,0,50.0,50.0,Home
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,6.0,Nikola Guzina,False,10,0.0,0.0,0.0,0,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0.0,0.0,Home
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,3.0,Luka Lizdek,False,6,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2022-12-02,"Vancouver, BC",UBC Thunderbirds,Alberta Golden Bears,UBC,0.0,Esaie Maurancy,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,6.0,Diego Maffia,True,29,50.0,52.2,100.0,1,1,2,0,5,2,0,0,33,7,14,12,23,2,2,69.1,67.39,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,14.0,Renoldo Robinson,False,19,33.3,66.7,70.0,1,4,5,3,2,1,1,2,24,1,3,8,12,7,10,73.17,70.83,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,9.0,Ethan Boag,True,15,66.7,62.5,100.0,2,0,2,3,0,1,0,0,13,2,3,5,8,1,1,77.01,75.0,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,3.0,Izzy Helman,True,23,60.0,66.7,0.0,0,0,0,2,1,1,0,0,11,3,5,4,6,0,0,91.67,91.67,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,2.0,Elias Ralph,True,27,33.3,35.7,0.0,2,5,7,1,4,0,1,0,11,1,3,5,14,0,0,39.29,39.29,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,7.0,Trent Monkman,False,18,66.7,42.9,0.0,3,3,6,2,1,0,0,0,8,2,3,3,7,0,0,57.14,57.14,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,12.0,Sergio Pereira,False,16,0.0,66.7,75.0,4,4,8,3,1,1,3,0,7,0,0,2,3,3,4,73.53,66.67,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,0.0,Dominick Oliveri,True,24,0.0,66.7,0.0,2,7,9,1,3,1,0,1,4,0,0,2,3,0,0,66.67,66.67,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,4.0,Jaden Touchie,False,16,20.0,16.7,0.0,1,1,2,3,2,0,0,0,3,1,5,1,6,0,0,25.0,25.0,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,8.0,Jakob Neufeld,False,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,Home
2022-23,2022-12-02,"Victoria, BC",Victoria Vikes,Mount Royal University Cougars,VIU,10.0,Shadynn Smid,False,8,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0.0,Home
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,1.0,Holt Tomie,True,34,50.0,55.6,66.7,0,8,8,4,2,2,0,1,26,2,4,10,18,4,6,62.98,61.11,Away
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,2.0,Keivonte Watts,True,30,25.0,54.5,62.5,1,2,3,1,1,1,0,0,18,1,4,6,11,5,8,61.98,59.09,Away
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,6.0,Caden Kangas,False,18,50.0,50.0,0.0,1,1,2,0,0,0,0,0,11,3,6,4,8,0,0,68.75,68.75,Away
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,34.0,Mawien Mawien,False,18,0.0,44.4,50.0,3,2,5,0,2,1,0,0,10,0,2,4,9,2,4,46.47,44.44,Away
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,10.0,Ijah Nelson,True,17,0.0,33.3,100.0,0,1,1,4,0,2,0,0,6,0,0,1,3,4,4,63.03,33.33,Away
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,13.0,Daniel Mulder,True,25,0.0,0.0,75.0,0,3,3,2,3,1,1,0,3,0,1,0,2,3,4,39.89,0.0,Away
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,9.0,Scott Duncan,False,15,0.0,100.0,0.0,0,1,1,1,3,1,0,0,2,0,0,1,1,0,0,100.0,100.0,Away
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,12.0,Daniel Owoeye,True,18,0.0,25.0,0.0,0,0,0,3,1,0,1,0,2,0,0,1,4,0,0,25.0,25.0,Away
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,11.0,Thomas Teshome,False,3,0.0,33.3,0.0,0,0,0,0,0,0,0,0,2,0,1,1,3,0,0,33.33,33.33,Away
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,8.0,Sam Barnie,False,12,0.0,0.0,0.0,0,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Victoria, BC",Mount Royal University Cougars,Victoria Vikes,MRU,0.0,Hunter Boriskewich,False,9,0.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,2.0,Simon Hildebrandt,True,20,71.4,54.5,0.0,0,5,5,3,2,0,0,0,17,5,7,6,11,0,0,77.27,77.27,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,8.0,Isaac Miller-Jose,True,18,50.0,85.7,100.0,0,7,7,2,1,2,3,0,14,1,2,6,7,1,1,94.09,92.86,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,7.0,Tito Obasoto,False,11,66.7,50.0,100.0,0,1,1,1,1,1,0,0,14,2,3,3,6,6,6,81.02,66.67,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,1.0,Mason Kraus,True,20,100.0,66.7,0.0,1,1,2,1,6,4,1,3,9,1,1,4,6,0,0,75.0,75.0,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,10.0,Samuel Jensen,False,11,40.0,40.0,0.0,0,1,1,0,1,0,1,0,6,2,5,2,5,0,0,60.0,60.0,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,13.0,Jonam Kazadi,False,20,0.0,25.0,100.0,1,2,3,1,0,2,2,1,6,0,0,1,4,4,4,52.08,25.0,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,4.0,Elijah Lostracco,True,16,25.0,33.3,0.0,1,3,4,1,3,0,0,1,5,1,4,2,6,0,0,41.67,41.67,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,6.0,Wyatt Tait,True,18,0.0,33.3,100.0,1,2,3,2,1,1,0,1,4,0,1,1,3,2,2,51.55,33.33,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,9.0,Daren Watts,False,14,0.0,28.6,0.0,0,2,2,1,1,1,0,0,4,0,3,2,7,0,0,28.57,28.57,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,5.0,Brandt Lenz,False,20,50.0,50.0,0.0,0,0,0,2,1,1,0,1,3,1,2,1,2,0,0,75.0,75.0,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,12.0,Aka Ebubechukwu,False,9,0.0,20.0,0.0,0,0,0,0,2,1,0,0,2,0,3,1,5,0,0,20.0,20.0,Home
2022-23,2022-12-02,"Winnipeg, MB",Manitoba Bisons,Saskatchewan Huskies,MAN,11.0,Cieran O'Hara,False,23,0.0,0.0,0.0,0,3,3,4,1,1,1,0,0,0,2,0,3,0,0,0.0,0.0,Home
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,5.0,Tyrese Potoma,True,28,33.3,36.4,0.0,2,0,2,2,1,4,0,0,18,2,6,8,22,0,0,40.91,40.91,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,15.0,Maxwell Amoafo,True,27,0.0,70.0,50.0,3,9,12,2,0,0,1,1,17,0,0,7,10,3,6,67.25,70.0,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,10.0,Fisayo Moibi,True,17,0.0,40.0,100.0,1,0,1,3,3,5,0,0,8,0,2,2,5,4,4,59.17,40.0,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,4.0,Erwin Loic,True,17,0.0,42.9,50.0,2,5,7,1,3,1,0,2,7,0,0,3,7,1,2,44.42,42.86,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,0.0,Noah Nickel,False,12,0.0,50.0,66.7,0,2,2,1,1,0,0,0,6,0,1,2,4,2,3,56.39,50.0,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,12.0,Griffin Sharkey,False,12,33.3,33.3,0.0,0,1,1,1,0,0,1,0,3,1,3,1,3,0,0,50.0,50.0,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,8.0,Benjamin Rose,False,14,0.0,50.0,0.0,3,2,5,2,0,2,1,1,2,0,0,1,2,0,2,34.72,50.0,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,7.0,Dylan Boughen,False,9,0.0,0.0,0.0,1,2,3,0,0,1,2,0,0,0,2,0,2,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,6.0,Alexander Dewar,True,29,0.0,0.0,0.0,0,3,3,2,1,4,0,3,0,0,1,0,6,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,14.0,Seth Jones,False,9,0.0,0.0,0.0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,3.0,Cameron Wright,False,13,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,3,0,3,0,0,0.0,0.0,Away
2022-23,2022-12-02,"Winnipeg, MB",Saskatchewan Huskies,Manitoba Bisons,SAS,11.0,Ryker Wuttke,False,13,0.0,0.0,0.0,3,1,4,0,1,1,1,0,0,0,0,0,2,0,2,0.0,0.0,Away
2022-23,2022-12-03,"Brandon, MB",Winnipeg Wesmen,Brandon Bobcats,WWM,13.0,Donald Stewart,True,24,37.5,47.1,100.0,3,1,4,3,1,1,1,0,20,3,8,8,17,1,1,57.34,55.88,Away
2022-23,2022-12-03,"Brandon, MB",Winnipeg Wesmen,Brandon Bobcats,WWM,2.0,Emmanuel Thomas,True,27,25.0,50.0,81.8,3,4,7,3,0,2,0,1,20,1,4,5,10,9,11,67.39,55.0,Away
2022-23,2022-12-03,"Brandon, MB",Winnipeg Wesmen,Brandon Bobcats,WWM,7.0,Malachi Alexander,True,34,0.0,72.7,0.0,0,4,4,2,4,1,0,2,16,0,3,8,11,0,0,72.73,72.73,Away
2022-23,2022-12-03,"Brandon, MB",Winnipeg Wesmen,Brandon Bobcats,WWM,5.0,Shawn Maranan,True,36,20.0,33.3,100.0,0,3,3,1,3,3,0,1,10,1,5,3,9,3,3,48.45,38.89,Away
2022-23,2022-12-03,"Brandon, MB",Winnipeg Wesmen,Brandon Bobcats,WWM,14.0,Mikhail Mikhailov,True,22,0.0,37.5,100.0,0,6,6,3,2,2,0,1,8,0,0,3,8,2,2,45.05,37.5,Away
2022-23,2022-12-03,"Brandon, MB",Winnipeg Wesmen,Brandon Bobcats,WWM,9.0,Alberto Gordo,False,23,0.0,50.0,0.0,3,1,4,2,4,1,0,4,6,0,3,3,6,0,0,50.0,50.0,Away
2022-23,2022-12-03,"Brandon, MB",Winnipeg Wesmen,Brandon Bobcats,WWM,12.0,Elijah Mensah,False,11,0.0,100.0,0.0,1,1,2,1,1,0,0,0,6,0,0,3,3,0,0,100.0,100.0,Away
2022-23,2022-12-03,"Brandon, MB",Winnipeg Wesmen,Brandon Bobcats,WWM,8.0,Paul Francisco,False,4,0.0,50.0,0.0,0,3,3,1,0,2,0,0,2,0,1,1,2,0,0,50.0,50.0,Away
2022-23,2022-12-03,"Brandon, MB",Winnipeg Wesmen,Brandon Bobcats,WWM,6.0,David Lado,False,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2022-23,2022-12-03,"Brandon, MB",Winnipeg Wesmen,Brandon Bobcats,WWM,10.0,Ryan Luke,False,18,0.0,0.0,0.0,0,4,4,2,1,0,0,0,0,0,1,0,2,0,2,0.0,0.0,Away
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,2.0,Jahmaal Gardner,True,37,50.0,50.0,100.0,1,1,2,2,1,3,0,2,22,4,8,7,14,4,4,69.8,64.29,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,7.0,Anthony Tsegakele,True,37,0.0,37.5,44.4,6,9,15,0,2,4,2,2,16,0,1,6,16,4,9,40.08,37.5,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,4.0,Elisha Ampofo,False,24,33.3,55.6,0.0,2,1,3,2,0,2,0,1,11,1,3,5,9,0,0,61.11,61.11,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,12.0,Jack McDonald,True,21,0.0,40.0,80.0,1,6,7,4,0,1,0,1,8,0,2,2,5,4,5,55.56,40.0,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,9.0,Sultan Haider Bhatti,True,30,0.0,33.3,100.0,0,5,5,1,1,2,0,1,4,0,1,1,3,2,2,51.55,33.33,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,10.0,Ian Simba Gasana,False,4,0.0,100.0,0.0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,3.0,Khari Ojeda-Harvey,True,28,0.0,9.1,0.0,0,4,4,5,2,1,0,0,2,0,5,1,11,0,0,9.09,9.09,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,6.0,Dominique Dennis,False,6,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0.0,0.0,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,1.0,Travis Hamberger,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,13.0,Malik Lewis,False,7,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,15.0,Blake Magnusson,False,4,0.0,0.0,0.0,0,0,0,3,0,2,0,0,0,0,1,0,2,0,0,0.0,0.0,Home
2022-23,2022-12-03,"Brandon, MB",Brandon Bobcats,Winnipeg Wesmen,BRA,14.0,Silas Owusu-Acheaw,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,Home
2022-23,2022-12-03,"Kelowna, BC",UBC Okanagan Heat,Regina Cougars,OKA,10.0,Jalen Shirley,True,34,0.0,46.2,100.0,2,4,6,1,3,2,0,1,17,0,2,6,13,5,5,55.92,46.15,Home
2022-23,2022-12-03,"Kelowna, BC",UBC Okanagan Heat,Regina Cougars,OKA,22.0,Gus Goerzen,True,31,66.7,71.4,50.0,0,11,11,0,2,2,2,0,14,2,3,5,7,2,4,79.91,85.71,Home
2022-23,2022-12-03,"Kelowna, BC",UBC Okanagan Heat,Regina Cougars,OKA,13.0,Liban Yousef,False,19,33.3,60.0,0.0,1,2,3,3,2,0,0,0,13,1,3,6,10,0,0,65.0,65.0,Home
2022-23,2022-12-03,"Kelowna, BC",UBC Okanagan Heat,Regina Cougars,OKA,4.0,Hafith Moallin,False,19,100.0,50.0,100.0,1,1,2,2,2,4,0,1,10,2,2,3,6,2,2,72.67,66.67,Home
2022-23,2022-12-03,"Kelowna, BC",UBC Okanagan Heat,Regina Cougars,OKA,23.0,Imoudu Ibrahim,True,20,0.0,50.0,75.0,0,1,1,2,0,2,6,1,7,0,0,2,4,3,4,60.76,50.0,Home
2022-23,2022-12-03,"Kelowna, BC",UBC Okanagan Heat,Regina Cougars,OKA,15.0,Lansana Nwosu,False,20,0.0,60.0,0.0,1,4,5,3,3,5,1,2,6,0,1,3,5,0,0,60.0,60.0,Home
2022-23,2022-12-03,"Kelowna, BC",UBC Okanagan Heat,Regina Cougars,OKA,25.0,Elan Kimpton-Cuellar,False,20,0.0,66.7,50.0,1,1,2,3,0,3,1,1,5,0,0,2,3,1,2,64.43,66.67,Home
2022-23,2022-12-03,"Kelowna, BC",UBC Okanagan Heat,Regina Cougars,OKA,8.0,Leon Schenker,True,23,0.0,20.0,0.0,2,3,5,3,2,1,0,1,4,0,1,2,10,0,0,20.0,20.0,Home
2022-23,2022-12-03,"Kelowna, BC",UBC Okanagan Heat,Regina Cougars,OKA,21.0,Keaton Souster,True,14,33.3,33.3,0.0,1,0,1,2,0,1,0,0,3,1,3,1,3,0,0,50.0,50.0,Home
2022-23,2022-12-03,"Kelowna, BC",Regina Cougars,UBC Okanagan Heat,REG,13.0,Carter Millar,True,38,60.0,52.9,62.5,5,12,17,4,3,2,0,1,29,6,10,9,17,5,8,70.66,70.59,Away
2022-23,2022-12-03,"Kelowna, BC",Regina Cougars,UBC Okanagan Heat,REG,12.0,Arinze Emeka-Anyakwo,False,29,50.0,53.8,66.7,4,0,4,2,1,6,2,4,21,1,2,7,13,6,9,61.91,57.69,Away
2022-23,2022-12-03,"Kelowna, BC",Regina Cougars,UBC Okanagan Heat,REG,2.0,Matt Barnard,True,36,0.0,40.0,0.0,3,1,4,4,2,3,0,0,12,0,3,6,15,0,0,40.0,40.0,Away
