Season,Date,Location,Team,Opponent,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct,HomeAway
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,23.0,Lu Dalil,True,24,0.0,50.0,50.0,1,3,4,1,0,1,1,3,4,0,0,1,2,2,4,53.19,50.0,
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,4.0,Avery Hutcheson,True,10,0.0,25.0,100.0,1,1,2,3,0,0,0,0,4,0,1,1,4,2,2,40.98,25.0,
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,22.0,Karter Fry,False,13,100.0,100.0,0.0,3,0,3,1,2,1,0,0,3,1,1,1,1,0,0,150.0,150.0,
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,5.0,Kevin Ibula,False,10,33.3,33.3,0.0,0,2,2,0,0,2,0,0,3,1,3,1,3,0,0,50.0,50.0,
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,33.0,Sebastian Perez,False,12,0.0,50.0,0.0,0,1,1,3,0,1,0,0,2,0,0,1,2,0,0,50.0,50.0,
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,1.0,Brady Baines,False,4,0.0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,40.0,Parker Fleming,False,8,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2024-25,2024-09-26,"Regina, SK",Lethbridge Pronghorns,Winnipeg Wesmen,2.0,Mason Hoffman,False,5,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,3.0,Anthony Wrzeszcz,True,25,50.0,57.1,0.0,0,3,3,4,0,2,0,1,18,2,4,8,14,0,0,64.29,64.29,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,21.0,Mike Demagus,True,25,0.0,54.5,100.0,0,3,3,1,3,3,2,2,15,0,2,6,11,3,3,60.88,54.55,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,22.0,Mohamud (Moody) Qasim,True,19,20.0,33.3,100.0,0,3,3,2,1,0,0,4,8,1,5,3,9,1,1,42.37,38.89,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,4.0,Daniel Graham,False,16,33.3,25.0,50.0,1,0,1,0,1,0,0,0,7,2,6,2,8,1,2,39.41,37.5,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,12.0,Brendan Amoyaw,False,16,0.0,75.0,0.0,2,6,8,2,0,2,1,0,6,0,0,3,4,0,0,75.0,75.0,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,44.0,Kwaku Agyapong,False,13,0.0,66.7,0.0,0,3,3,3,0,1,0,0,4,0,0,2,3,0,3,46.3,66.67,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,23.0,Jeremiah Francis,False,8,33.3,33.3,0.0,0,0,0,1,0,0,0,1,3,1,3,1,3,0,0,50.0,50.0,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,32.0,Elijah Bethune,False,19,0.0,0.0,100.0,0,0,0,1,1,2,1,1,2,0,1,0,2,2,2,34.72,0.0,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,9.0,Ares Culley-Bremner,True,11,0.0,33.3,0.0,1,3,4,1,0,0,0,1,2,0,0,1,3,0,0,33.33,33.33,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,6.0,Tyler Garcia,True,24,0.0,16.7,0.0,1,3,4,4,3,2,1,2,2,0,4,1,6,0,0,16.67,16.67,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,31.0,Emery Bouk,False,4,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,11.0,Ay Osunde,False,11,0.0,0.0,0.0,0,2,2,2,0,1,1,0,0,0,3,0,6,0,0,0.0,0.0,
2024-25,2024-09-27,"Hamilton, ON",McMaster Marauders,UNBC Timberwolves,33.0,Riaz Saliu,False,8,0.0,0.0,0.0,2,2,4,1,0,2,0,0,0,0,0,0,1,0,0,0.0,0.0,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,13.0,Evgeny Baukin,True,27,50.0,46.2,75.0,1,5,6,1,3,4,0,2,16,1,2,6,13,3,4,54.2,50.0,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,12.0,Josh Gillespie,True,25,33.3,57.1,85.7,2,5,7,3,0,3,0,1,15,1,3,4,7,6,7,74.4,64.29,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,7.0,Will Keyes,True,29,0.0,22.2,50.0,6,6,12,1,1,3,1,0,6,0,0,2,9,2,4,27.88,22.22,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,3.0,Chris Ainsley,False,19,0.0,25.0,0.0,1,4,5,1,0,2,0,0,4,0,2,2,8,0,0,25.0,25.0,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,15.0,Wesley Ainu'u,False,13,0.0,100.0,100.0,1,0,1,1,0,1,1,1,4,0,0,1,1,2,2,106.38,100.0,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,8.0,Dylon Matthews,True,24,0.0,18.2,0.0,1,2,3,1,1,0,0,0,4,0,4,2,11,0,2,16.84,18.18,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,6.0,Milan Pasquale,False,12,0.0,40.0,0.0,0,2,2,1,0,1,0,0,4,0,2,2,5,0,0,40.0,40.0,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,11.0,Ben White,True,24,0.0,12.5,0.0,0,1,1,2,2,4,0,1,2,0,3,1,8,0,0,12.5,12.5,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,10.0,Danilo Gonzalez,False,13,0.0,0.0,0.0,0,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,9.0,Cameron Lalli,False,3,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,5.0,Marcus Nickles,False,5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,
2024-25,2024-09-27,"Hamilton, ON",UNBC Timberwolves,McMaster Marauders,1.0,Marcus Wilson,False,8,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,35.0,Jacques-Melaine Guemeta,True,21,44.4,50.0,100.0,4,1,5,1,3,1,0,4,26,4,9,8,16,6,6,69.74,62.5,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,10.0,Justin Ndjock-Tadjore,True,25,33.3,55.6,100.0,1,6,7,3,3,4,0,2,15,1,3,5,9,4,4,69.7,61.11,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,3.0,Wil Zylyk,False,13,80.0,66.7,0.0,0,1,1,1,1,0,0,0,12,4,5,4,6,0,0,100.0,100.0,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,24.0,Enrique Garcia,False,18,66.7,50.0,100.0,0,3,3,2,1,0,1,2,10,2,3,3,6,2,2,72.67,66.67,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,1.0,Ankit Choudhary,True,23,33.3,37.5,50.0,0,2,2,1,5,1,1,1,9,2,6,3,8,1,2,50.68,50.0,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,13.0,Owen Kenney,True,24,33.3,50.0,100.0,2,2,4,3,2,2,1,2,9,1,3,3,6,2,2,65.41,58.33,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,11.0,Brock Newton,True,18,0.0,37.5,50.0,1,2,3,0,2,1,0,0,7,0,0,3,8,1,2,39.41,37.5,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,9.0,Andre Novicic,False,8,33.3,25.0,0.0,0,3,3,2,0,0,2,0,3,1,3,1,4,0,0,37.5,37.5,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,8.0,Steven Angenent,False,12,0.0,50.0,0.0,1,3,4,2,1,1,0,0,2,0,1,1,2,0,0,50.0,50.0,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,21.0,Josh Muoka,False,4,0.0,100.0,0.0,1,1,2,0,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,0.0,Matthew Smith,False,20,0.0,25.0,0.0,2,3,5,2,2,0,2,0,2,0,1,1,4,0,0,25.0,25.0,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,15.0,Thomas Armstrong,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,14.0,Ryan Harris,False,7,0.0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0.0,0.0,
2024-25,2024-09-27,"Ottawa, ON",Ottawa Gee Gees,McGill Redbirds,7.0,Khalifa Koulamallah,False,6,0.0,0.0,0.0,2,2,4,0,1,1,0,2,0,0,0,0,3,0,0,0.0,0.0,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,22.0,Saransh Padhy,True,18,0.0,55.6,0.0,2,2,4,4,0,1,0,0,10,0,1,5,9,0,2,50.61,55.56,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,9.0,William Robinson,True,23,33.3,20.0,66.7,1,2,3,0,0,2,0,0,8,2,6,2,10,2,3,35.34,30.0,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,12.0,Alexis Messier,False,20,0.0,50.0,75.0,0,0,0,2,0,1,0,1,7,0,0,2,4,3,4,60.76,50.0,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,30.0,Joshua Soifer,False,18,0.0,33.3,100.0,1,1,2,1,1,5,0,1,6,0,0,2,6,2,2,43.6,33.33,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,4.0,Matt Phaneuf,False,22,25.0,28.6,0.0,2,3,5,3,2,2,0,1,5,1,4,2,7,0,0,35.71,35.71,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,5.0,Georges Lefebvre,True,20,0.0,14.3,100.0,2,8,10,1,0,4,2,0,4,0,3,1,7,2,2,25.38,14.29,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,8.0,Ashton Meace,False,3,0.0,50.0,0.0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,50.0,50.0,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,33.0,Isaac Moore,False,11,0.0,0.0,100.0,0,1,1,3,0,0,0,1,2,0,0,0,3,2,2,25.77,0.0,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,6.0,Noah Sincere,True,18,0.0,33.3,0.0,1,3,4,3,0,2,0,1,2,0,0,1,3,0,0,33.33,33.33,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,21.0,Caylan MacLean,False,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,10.0,Luis Micourt,False,17,0.0,0.0,0.0,1,3,4,1,1,2,0,0,0,0,2,0,3,0,2,0.0,0.0,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,14.0,Benjamin Onyenwosa,False,8,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0.0,0.0,
2024-25,2024-09-27,"Ottawa, ON",McGill Redbirds,Ottawa Gee Gees,20.0,Alexandre Reinert-Woodfine,True,17,0.0,0.0,0.0,0,2,2,0,1,1,0,0,0,0,2,0,4,0,0,0.0,0.0,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,15.0,Bennett Grumbach,True,26,42.9,64.7,0.0,2,3,5,0,1,0,0,3,25,3,7,11,17,0,0,73.53,73.53,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,0.0,Gatluak James,True,22,100.0,64.3,100.0,3,5,8,0,3,2,0,0,22,1,1,9,14,3,3,71.8,67.86,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,1.0,D.J. Jackson,True,22,100.0,60.0,0.0,1,2,3,2,6,1,2,2,13,1,1,6,10,0,0,65.0,65.0,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,11.0,Rogan Betts,False,11,50.0,62.5,0.0,1,0,1,2,0,0,0,0,12,2,4,5,8,0,0,75.0,75.0,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,5.0,Tariq Armstrong,False,22,0.0,71.4,100.0,1,6,7,0,8,1,0,0,11,0,0,5,7,1,1,73.92,71.43,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,2.0,Keyonte Beals,False,21,0.0,36.4,100.0,3,6,9,2,2,1,0,2,10,0,4,4,11,2,2,42.09,36.36,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,12.0,Dakoda Lewis,False,17,0.0,71.4,0.0,3,3,6,0,0,1,0,0,10,0,2,5,7,0,0,71.43,71.43,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,7.0,Gloire Koua,True,18,0.0,100.0,0.0,1,4,5,2,0,2,1,1,8,0,0,4,4,0,1,90.09,100.0,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,3.0,Matt Pennell,True,22,50.0,60.0,0.0,1,1,2,0,1,0,0,1,7,1,2,3,5,0,0,70.0,70.0,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,14.0,Tim Bilek,False,14,0.0,25.0,0.0,1,0,1,0,0,0,1,1,2,0,1,1,4,0,0,25.0,25.0,
2024-25,2024-09-27,"Sackville, NB",St. Francis Xavier X-Men,Mount Allison,9.0,Joel Ongagna,False,12,0.0,33.3,0.0,3,0,3,4,0,0,0,0,2,0,0,1,3,0,0,33.33,33.33,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,11.0,Yanis Malanda,True,32,33.3,54.5,33.3,6,1,7,1,3,3,0,3,14,1,3,6,11,1,3,56.82,59.09,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,5.0,Rowan Halpenny,False,21,50.0,71.4,100.0,1,2,3,2,0,1,0,3,13,2,4,5,7,1,1,87.37,85.71,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,14.0,Etienne Gagnon,True,23,0.0,85.7,0.0,2,3,5,4,1,1,0,0,12,0,1,6,7,0,0,85.71,85.71,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,6.0,Zachary John,False,21,0.0,37.5,60.0,1,3,4,1,1,7,0,3,12,0,0,3,8,6,10,48.39,37.5,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,4.0,Obinna Dike-Nwagbara,True,18,50.0,60.0,75.0,1,5,6,3,4,3,0,3,10,1,2,3,5,3,4,73.96,70.0,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,10.0,Charles Robert,True,19,0.0,22.2,33.3,0,1,1,5,3,0,1,0,5,0,2,2,9,1,3,24.22,22.22,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,0.0,Joshua Koulamallah,False,7,100.0,100.0,0.0,1,0,1,3,0,0,1,0,3,1,1,1,1,0,0,150.0,150.0,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,12.0,Owen Lewis,False,12,0.0,100.0,50.0,0,0,0,2,0,1,0,0,3,0,0,1,1,1,2,79.79,100.0,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,22.0,C.J. Skye,False,17,0.0,14.3,50.0,1,4,5,2,0,1,0,0,3,0,2,1,7,1,2,19.04,14.29,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,15.0,David Navarro,True,26,0.0,20.0,0.0,3,3,6,0,0,1,0,0,2,0,4,1,5,0,0,20.0,20.0,
2024-25,2024-09-27,"Scarborough, ON",Bishop's Gaiters,Toronto Varsity Blues,3.0,Zacharie Michaud,False,3,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,3.0,Inaki Alvarez,True,35,55.6,52.9,60.0,3,0,3,2,7,9,1,2,26,5,9,9,17,3,5,67.71,67.65,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,0.0,Nigel Hylton,False,24,0.0,62.5,100.0,0,4,4,1,0,1,0,0,11,0,1,5,8,1,1,65.17,62.5,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,8.0,Lennart Weber,True,14,0.0,55.6,100.0,1,2,3,4,1,1,1,0,11,0,2,5,9,1,1,58.26,55.56,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,35.0,Ryan Rudnick,False,23,33.3,28.6,28.6,2,4,6,1,1,1,0,3,7,1,3,2,7,2,7,34.72,35.71,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,4.0,Nadav Sahar,True,34,40.0,28.6,0.0,1,2,3,2,1,1,0,1,6,2,5,2,7,0,0,42.86,42.86,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,12.0,Carl Cleophat,True,28,33.3,40.0,0.0,1,3,4,3,0,3,0,0,5,1,3,2,5,0,2,42.52,50.0,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,9.0,Aaron Uppal,False,9,50.0,50.0,100.0,0,1,1,0,0,2,0,0,5,1,2,1,2,2,2,86.81,75.0,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,21.0,Quarry Whyne,False,10,0.0,50.0,0.0,1,0,1,3,1,0,0,0,2,0,1,1,2,0,1,40.98,50.0,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,22.0,Anthony Daudu,True,15,0.0,0.0,0.0,1,3,4,4,0,1,0,1,0,0,2,0,3,0,2,0.0,0.0,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,14.0,Simeon Jeffers,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,2.0,Lucas Prekovic,False,4,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2024-25,2024-09-27,"Scarborough, ON",Toronto Varsity Blues,Bishop's Gaiters,23.0,Rohan Scott-Smith,False,3,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,7.0,Ethan Boag,False,10,33.3,60.0,57.1,2,3,5,0,1,2,0,0,18,2,6,6,10,4,7,68.81,70.0,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,10.0,Shadynn Smid,True,8,50.0,62.5,100.0,1,3,4,1,0,1,0,0,16,1,2,5,8,5,5,78.43,68.75,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,12.0,Sergio Pereira,False,13,0.0,100.0,60.0,2,6,8,2,0,2,0,1,15,0,0,6,6,3,5,91.46,100.0,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,16.0,Ryan Gallagher,False,9,50.0,50.0,0.0,0,3,3,4,3,0,0,0,12,4,8,4,8,0,0,75.0,75.0,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,6.0,Diego Maffia,True,10,40.0,40.0,66.7,0,4,4,1,3,6,0,2,12,2,5,4,10,2,3,53.0,50.0,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,9.0,Griffin Arnatt,True,7,33.3,50.0,0.0,1,3,4,1,2,0,0,1,7,1,3,3,6,0,0,58.33,58.33,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,0.0,Samuel Maillet,True,7,33.3,50.0,0.0,0,6,6,2,2,2,0,0,5,1,3,2,4,0,0,62.5,62.5,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,14.0,Renoldo Robinson,False,8,0.0,25.0,50.0,1,1,2,0,0,0,0,2,4,0,1,1,4,2,4,34.72,25.0,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,1.0,Aaron Tesfagiorgis,True,4,0.0,100.0,66.7,1,3,4,2,3,0,0,2,4,0,0,1,1,2,3,86.21,100.0,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,8.0,Dylan Gage,False,19,0.0,33.3,0.0,0,0,0,0,1,1,0,0,2,0,2,1,3,0,0,33.33,33.33,
2024-25,2024-09-27,"Victoria, BC",Victoria Vikes,Vancouver Island University Mariners,3.0,Jackson Agazzi,False,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0.0,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,0.0,Fareed Shittu,False,22,66.7,71.4,75.0,0,4,4,2,2,3,2,0,15,2,3,5,7,3,4,85.62,85.71,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,6.0,Nikola Guzina,True,24,0.0,60.0,100.0,1,7,8,1,2,1,1,3,14,0,1,6,10,2,2,64.34,60.0,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,3.0,Adam Olsen,True,22,14.3,22.2,85.7,0,1,1,3,2,1,0,0,11,1,7,2,9,6,7,45.53,27.78,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,4.0,Arnaud Konan,True,24,100.0,50.0,100.0,0,2,2,2,0,3,0,2,10,2,2,3,6,2,2,72.67,66.67,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,8.0,Brendan Sullivan,True,29,25.0,27.3,60.0,2,5,7,2,6,0,0,1,10,1,4,3,11,3,5,37.88,31.82,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,22.0,Micah Jessie,False,21,33.3,50.0,66.7,1,0,1,0,2,0,0,2,9,1,3,3,6,2,3,61.48,58.33,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,10.0,Gus Goerzen,False,12,50.0,75.0,0.0,1,1,2,1,1,1,0,0,7,1,2,3,4,0,0,87.5,87.5,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,5.0,Nylan Roberts,False,9,50.0,66.7,0.0,0,1,1,0,1,1,0,0,5,1,2,2,3,0,0,83.33,83.33,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,35.0,Victor Radocaj,False,16,0.0,50.0,0.0,1,8,9,3,0,1,2,0,4,0,1,2,4,0,0,50.0,50.0,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,13.0,Tobi Akinkunmi,True,20,0.0,0.0,0.0,0,5,5,1,1,1,1,0,0,0,2,0,2,0,0,0.0,0.0,
2024-25,2024-09-27,"Saskatoon, SK",UBC Thunderbirds,Carleton Ravens,12.0,Kashie Ugoji,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,
2024-25,2024-09-27,"Saskatoon, SK",Carleton Ravens,UBC Thunderbirds,13.0,Augustas Brazdeikis,True,31,16.7,37.5,75.0,2,8,10,2,1,1,0,0,16,1,6,6,16,3,4,45.05,40.62,
2024-25,2024-09-27,"Saskatoon, SK",Carleton Ravens,UBC Thunderbirds,12.0,To Randriasalama,False,16,42.9,45.5,50.0,0,2,2,2,0,0,0,0,14,3,7,5,11,1,2,58.92,59.09,
2024-25,2024-09-27,"Saskatoon, SK",Carleton Ravens,UBC Thunderbirds,11.0,Xavier Spencer,True,25,33.3,40.0,75.0,0,3,3,2,4,3,1,1,12,1,3,4,10,3,4,51.02,45.0,
2024-25,2024-09-27,"Saskatoon, SK",Carleton Ravens,UBC Thunderbirds,3.0,Marjok Okado,False,11,75.0,57.1,0.0,0,0,0,1,1,0,0,0,11,3,4,4,7,0,0,78.57,78.57,
2024-25,2024-09-27,"Saskatoon, SK",Carleton Ravens,UBC Thunderbirds,15.0,Emanuel Milon,True,20,0.0,42.9,0.0,2,3,5,5,0,1,0,1,6,0,0,3,7,0,0,42.86,42.86,
2024-25,2024-09-27,"Saskatoon, SK",Carleton Ravens,UBC Thunderbirds,23.0,Nelson Cilien,True,28,100.0,25.0,0.0,3,8,11,0,3,1,0,0,3,1,1,1,4,0,0,37.5,37.5,
2024-25,2024-09-27,"Saskatoon, SK",Carleton Ravens,UBC Thunderbirds,7.0,A.J. Osman,False,15,0.0,14.3,50.0,0,0,0,1,0,1,0,0,3,0,1,1,7,1,2,19.04,14.29,
2024-25,2024-09-27,"Saskatoon, SK",Carleton Ravens,UBC Thunderbirds,22.0,Jordan Horobetz-Simpson,False,8,0.0,33.3,0.0,1,2,3,1,0,3,0,0,2,0,0,1,3,0,0,33.33,33.33,
